ACCT_NUM,SEC_CUSIP,AS_OF_DT,UNITS,MKT_PRC,MKT_VAL,COST_BASIS,UNRLZD_GL,CCY
C-755674,NF4ZW9XA3,2024-12-31,160.0,372.9962,59679.39,69718.59,-10039.2,USD
C-755674,07IF2GOG7,2024-12-31,6635.0,411.9929,2733572.89,2730959.79,2613.1,USD
C-755674,H2ZQU7EEQ,2024-12-31,6690.0,390.4368,2612022.19,1532132.67,1079889.52,USD
C-755674,WZS3T60RJ,2024-12-31,4265.0,166.5542,710353.66,1138983.18,-428629.52,USD
C-755674,3CFL0UKEY,2024-12-31,5903.0,156.7059,925034.93,2484166.37,-1559131.44,USD
C-755674,DJE153A5Q,2024-12-31,1270.0,471.1659,598380.69,318199.64,280181.05,USD
C-755674,VIFTTD96Q,2024-12-31,2679.0,152.1179,407523.85,886219.33,-478695.48,USD
C-755674,2JWOCLYT8,2024-12-31,3950.0,367.2708,1450719.66,1244363.68,206355.98,USD
C-755674,DNMKZA3OA,2024-12-31,681.0,241.4811,164448.63,294216.11,-129767.48,USD
C-755674,0361I2HGJ,2024-12-31,8229.0,39.3381,323713.22,1976643.15,-1652929.93,USD
C-755674,4DYT9MOGE,2024-12-31,323.0,311.0506,100469.34,27290.82,73178.52,USD
C-755674,CQNVQHW06,2024-12-31,7220.0,268.6373,1939561.31,2876089.98,-936528.67,USD
C-755674,XB94PDZP6,2024-12-31,3514.0,262.2262,921462.87,956714.7,-35251.83,USD
C-755674,CJWTL9TQV,2024-12-31,1334.0,274.0698,365609.11,509668.97,-144059.86,USD
C-755674,UVULEMX15,2024-12-31,3849.0,79.6971,306754.14,1667256.16,-1360502.02,USD
C-755674,BA75UUZPE,2024-12-31,2737.0,254.79,697360.23,630862.46,66497.77,USD
C-755674,DJGF1C8WQ,2024-12-31,3552.0,350.2632,1244134.89,451964.32,792170.57,USD
C-755674,U80B6UGVS,2024-12-31,4738.0,382.7205,1813329.73,1188195.14,625134.59,USD
C-755674,NKOMV2XCD,2024-12-31,6539.0,495.0393,3237061.98,1131874.17,2105187.81,USD
C-755674,GYW6ZBNZ8,2024-12-31,6225.0,452.0141,2813787.77,1584959.19,1228828.58,USD
C-755674,ZSEDFQS3D,2024-12-31,5647.0,109.5016,618355.54,2236155.13,-1617799.59,USD
C-755674,EK3ZEZQAC,2024-12-31,5689.0,11.5725,65835.95,652307.53,-586471.58,USD
C-755674,MMX3Y9RGE,2024-12-31,5870.0,104.913,615839.31,1217136.31,-601297.0,USD
C-755674,RR7S20CV3,2024-12-31,3007.0,349.826,1051926.78,1435878.88,-383952.1,USD
C-755674,J98CWN2Y8,2024-12-31,6177.0,326.0644,2014099.8,1012737.95,1001361.85,USD
C-755674,SEHE2ATN2,2024-12-31,6953.0,412.9997,2871586.91,2470413.76,401173.15,USD
C-755674,QYM52XG8P,2024-12-31,8038.0,472.1203,3794902.97,2827741.67,967161.3,USD
C-755674,MBR5XQT4P,2024-12-31,3702.0,277.7329,1028167.2,947893.16,80274.04,USD
C-755674,M3TZK3NY9,2024-12-31,8609.0,119.3674,1027633.95,2662875.21,-1635241.26,USD
C-755674,RN8QTTY5Y,2024-12-31,3713.0,156.2003,579971.71,1044172.85,-464201.14,USD
C-755674,R8KK791ZY,2024-12-31,4195.0,91.9381,385680.33,578875.08,-193194.75,USD
C-755674,M72JEYN93,2024-12-31,1072.0,55.6966,59706.76,290501.31,-230794.55,USD
C-755674,D0IB6IIDL,2024-12-31,4653.0,224.6002,1045064.73,1258527.19,-213462.46,USD
C-755674,2G05KBKV7,2024-12-31,5207.0,430.4931,2241577.57,1306463.27,935114.3,USD
C-755674,36HTF4PYZ,2024-12-31,6301.0,215.6808,1359004.72,2631082.74,-1272078.02,USD
C-755674,QZPNIQFG5,2024-12-31,9612.0,83.3215,800886.26,2180635.27,-1379749.01,USD
C-755674,P15AHDBVZ,2024-12-31,4211.0,367.3511,1546915.48,610615.68,936299.8,USD
C-755674,1R4KZ36U8,2024-12-31,3839.0,242.114,929475.65,1464054.07,-534578.42,USD
C-755674,JSRD9Q46N,2024-12-31,9979.0,144.1999,1438970.8,2593316.41,-1154345.61,USD
C-755674,T7M1R00Q0,2024-12-31,5940.0,321.9604,1912444.78,1408481.97,503962.81,USD
C-755674,WZC4XL996,2024-12-31,7375.0,142.7391,1052700.86,1142322.42,-89621.56,USD
C-755674,AMDVLNKND,2024-12-31,11678.0,406.9052,4751838.93,2272669.96,2479168.97,USD
C-755674,0W82LK2N7,2024-12-31,5011.0,198.1038,992698.14,2028724.19,-1036026.05,USD
C-260263,7EEDTJVZH,2024-12-31,3471.0,448.2034,1555714.0,852091.17,703622.83,USD
C-260263,R64DPJA1W,2024-12-31,7650.0,92.9838,711326.07,1617840.01,-906513.94,USD
C-260263,PZUE8YFBN,2024-12-31,5507.0,136.3342,750792.44,1056628.63,-305836.19,USD
C-260263,07IF2GOG7,2024-12-31,9975.0,411.9929,4109629.18,3437237.57,672391.61,USD
C-260263,FZNBQH7M3,2024-12-31,7957.0,292.741,2329340.14,2234129.71,95210.43,USD
C-260263,2VLPYS280,2024-12-31,4287.0,88.0456,377451.49,1366170.57,-988719.08,USD
C-260263,H2ZQU7EEQ,2024-12-31,4487.0,390.4368,1751889.92,1156818.83,595071.09,USD
C-260263,R7KO64T02,2024-12-31,1116.0,216.6892,241825.15,107405.18,134419.97,USD
C-260263,GSXW71Q3V,2024-12-31,362.0,311.806,112873.77,178063.38,-65189.61,USD
C-260263,KV5USGIOT,2024-12-31,2426.0,341.4494,828356.24,736874.21,91482.03,USD
C-260263,MLY4LYK83,2024-12-31,7838.0,474.1163,3716123.56,2279605.58,1436517.98,USD
C-260263,N1W1HT7PZ,2024-12-31,12467.0,292.9771,3652545.51,3657334.13,-4788.62,USD
C-260263,RZSJ49ITN,2024-12-31,9943.0,29.155,289888.17,2034076.63,-1744188.46,USD
C-260263,J2O7S3KKV,2024-12-31,3710.0,332.8829,1234995.56,1663864.26,-428868.7,USD
C-260263,2JWOCLYT8,2024-12-31,7642.0,367.2708,2806683.45,1731665.8,1075017.65,USD
C-260263,0361I2HGJ,2024-12-31,809.0,39.3381,31824.52,141588.03,-109763.51,USD
C-260263,ET8T63J3R,2024-12-31,4529.0,38.8317,175868.77,951329.29,-775460.52,USD
C-260263,QW7LVXWQZ,2024-12-31,2406.0,333.1926,801661.4,303482.28,498179.12,USD
C-260263,F8KRD5EQY,2024-12-31,4864.0,134.4137,653788.24,1708406.22,-1054617.98,USD
C-260263,0FODRO8BN,2024-12-31,2037.0,274.8063,559780.43,490088.59,69691.84,USD
C-260263,H5LF6A4FE,2024-12-31,4132.0,198.6474,820811.06,973549.35,-152738.29,USD
C-260263,XAA2ILGB0,2024-12-31,7940.0,270.9384,2151250.9,1559875.35,591375.55,USD
C-260263,XB94PDZP6,2024-12-31,3324.0,262.2262,871639.89,694472.74,177167.15,USD
C-260263,3493WXA73,2024-12-31,3197.0,400.0453,1278944.82,635147.38,643797.44,USD
C-260263,LA0GNZS43,2024-12-31,3526.0,275.2748,970618.94,635807.42,334811.52,USD
C-260263,BA75UUZPE,2024-12-31,7611.0,254.79,1939206.69,1507962.76,431243.93,USD
C-260263,2W37D4IVS,2024-12-31,5763.0,47.1681,271829.76,1759456.83,-1487627.07,USD
C-260263,U80B6UGVS,2024-12-31,1464.0,382.7205,560302.81,606211.35,-45908.54,USD
C-260263,NKOMV2XCD,2024-12-31,3881.0,495.0393,1921247.52,629621.41,1291626.11,USD
C-260263,V7LN23Y30,2024-12-31,5565.0,324.2796,1804615.97,994015.74,810600.23,USD
C-260263,2SPFHV5BR,2024-12-31,4682.0,394.7842,1848379.62,387261.41,1461118.21,USD
C-260263,4RTWUZKAM,2024-12-31,3772.0,453.3351,1709980.0,1194176.21,515803.79,USD
C-260263,XD9CSS9TO,2024-12-31,6229.0,135.533,844235.06,1593149.91,-748914.85,USD
C-260263,MMX3Y9RGE,2024-12-31,714.0,104.913,74907.88,203568.35,-128660.47,USD
C-260263,M25LEN606,2024-12-31,2404.0,451.4412,1085264.64,990259.05,95005.59,USD
C-260263,ZHWY9HECG,2024-12-31,7438.0,157.3925,1170685.42,2502231.64,-1331546.22,USD
C-260263,5COZROOUE,2024-12-31,3507.0,385.1646,1350772.25,920842.93,429929.32,USD
C-260263,WWDXVUGW6,2024-12-31,3578.0,466.5678,1669379.59,604436.63,1064942.96,USD
C-260263,F5L9MO1SD,2024-12-31,6833.0,436.7211,2984115.28,769007.74,2215107.54,USD
C-260263,RN8QTTY5Y,2024-12-31,9847.0,156.2003,1538104.35,1997454.85,-459350.5,USD
C-260263,R8KK791ZY,2024-12-31,2580.0,91.9381,237200.3,889360.06,-652159.76,USD
C-260263,D0IB6IIDL,2024-12-31,12620.0,224.6002,2834454.52,1094184.58,1740269.94,USD
C-260263,9TR74QGEF,2024-12-31,1454.0,248.3054,361036.05,601802.89,-240766.84,USD
C-260263,0AXYCELOS,2024-12-31,4240.0,357.0571,1513922.1,1031360.52,482561.58,USD
C-260263,E6KWHEF0V,2024-12-31,2450.0,132.6526,324998.87,693923.3,-368924.43,USD
C-260263,231YV2STN,2024-12-31,3253.0,173.3514,563912.1,364265.08,199647.02,USD
C-260263,36HTF4PYZ,2024-12-31,8913.0,215.6808,1922362.97,2713808.47,-791445.5,USD
C-260263,QZPNIQFG5,2024-12-31,251.0,83.3215,20913.7,30157.7,-9244.0,USD
C-260263,IHX74D0GJ,2024-12-31,5463.0,350.838,1916627.99,1757468.75,159159.24,USD
C-260263,G10UR5L8A,2024-12-31,6599.0,205.2683,1354565.51,1200825.24,153740.27,USD
C-260263,RATATJ9A3,2024-12-31,13732.0,386.7892,5311389.29,3774676.31,1536712.98,USD
C-260263,WZC4XL996,2024-12-31,7094.0,142.7391,1012591.18,2438233.06,-1425641.88,USD
C-260263,8V1ZOCFI4,2024-12-31,12624.0,86.4639,1091520.27,4325088.91,-3233568.64,USD
C-260263,1F90S9BP4,2024-12-31,1951.0,113.0566,220573.43,758886.13,-538312.7,USD
C-260263,8O1BJ9RM7,2024-12-31,4662.0,37.3283,174024.53,1503066.28,-1329041.75,USD
C-260263,7ZRWQEAO4,2024-12-31,2316.0,121.3169,280969.94,34103.93,246866.01,USD
C-260263,1A07H23C4,2024-12-31,4656.0,362.0178,1685554.88,1465467.23,220087.65,USD
C-260263,E13N3BZT9,2024-12-31,2178.0,299.327,651934.21,479272.17,172662.04,USD
C-260263,1K9QM3P91,2024-12-31,7894.0,80.8479,638213.32,1319561.28,-681347.96,USD
C-665579,CXULJYLJE,2024-12-31,3554.0,320.3522,1138531.72,395138.14,743393.58,USD
C-665579,L1CQ99CHJ,2024-12-31,3988.0,63.2187,252116.18,522077.9,-269961.72,USD
C-665579,EL6246HID,2024-12-31,7813.0,408.3913,3190761.23,2596502.31,594258.92,USD
C-665579,5JU9BVM2P,2024-12-31,2981.0,443.1731,1321099.01,839190.63,481908.38,USD
C-665579,6GBPS3Y70,2024-12-31,10137.0,288.9028,2928607.68,3126896.11,-198288.43,USD
C-665579,SWM31YIHA,2024-12-31,4378.0,350.3249,1533722.41,1252596.73,281125.68,USD
C-665579,4COWGZRIX,2024-12-31,10808.0,57.794,624637.55,2295752.04,-1671114.49,USD
C-665579,H2ZQU7EEQ,2024-12-31,4302.0,390.4368,1679659.11,704139.66,975519.45,USD
C-665579,HOLQC3O18,2024-12-31,6199.0,284.6441,1764508.78,1719519.04,44989.74,USD
C-665579,13JCAT9MX,2024-12-31,4986.0,22.7974,113667.84,1262639.71,-1148971.87,USD
C-665579,8HAFEYUHZ,2024-12-31,7374.0,303.726,2239675.52,2562134.44,-322458.92,USD
C-665579,GSXW71Q3V,2024-12-31,6998.0,311.806,2182018.39,1858756.38,323262.01,USD
C-665579,KV5USGIOT,2024-12-31,6263.0,341.4494,2138497.59,1023074.81,1115422.78,USD
C-665579,TMQLIZL08,2024-12-31,2112.0,39.099,82577.09,630161.54,-547584.45,USD
C-665579,SRCBPLJD8,2024-12-31,5495.0,407.745,2240558.78,1825819.99,414738.79,USD
C-665579,DJE153A5Q,2024-12-31,3753.0,471.1659,1768285.62,1122342.52,645943.1,USD
C-665579,VIFTTD96Q,2024-12-31,4259.0,152.1179,647870.14,479034.3,168835.84,USD
C-665579,2JWOCLYT8,2024-12-31,9483.0,367.2708,3482829.0,2600718.03,882110.97,USD
C-665579,BCW790PDW,2024-12-31,3800.0,278.1124,1056827.12,605812.9,451014.22,USD
C-665579,Y6B2KNFTU,2024-12-31,1860.0,280.4806,521693.92,416185.0,105508.92,USD
C-665579,C5WI6FQJJ,2024-12-31,7322.0,73.0118,534592.4,2292055.69,-1757463.29,USD
C-665579,YFPMVXPJ4,2024-12-31,2067.0,396.2015,818948.5,540917.61,278030.89,USD
C-665579,DWB2BNE6L,2024-12-31,16287.0,158.6174,2583401.59,2217637.7,365763.89,USD
C-665579,ET8T63J3R,2024-12-31,2879.0,38.8317,111796.46,944975.13,-833178.67,USD
C-665579,0FODRO8BN,2024-12-31,4139.0,274.8063,1137423.28,1766604.56,-629181.28,USD
C-665579,XAA2ILGB0,2024-12-31,6212.0,270.9384,1683069.34,1544807.33,138262.01,USD
C-665579,4X1ZHQIMQ,2024-12-31,1920.0,22.5838,43360.9,576296.04,-532935.14,USD
C-665579,UVULEMX15,2024-12-31,7943.0,79.6971,633034.07,2115276.99,-1482242.92,USD
C-665579,VMUHXID4N,2024-12-31,8767.0,403.0874,3533867.24,1809338.08,1724529.16,USD
C-665579,J17MGFXC0,2024-12-31,7624.0,247.1333,1884144.28,2723528.01,-839383.73,USD
C-665579,TNQFLL7V5,2024-12-31,6095.0,395.9965,2413598.67,1695523.08,718075.59,USD
C-665579,BA75UUZPE,2024-12-31,6149.0,254.79,1566703.71,1313387.89,253315.82,USD
C-665579,MLGSES6M0,2024-12-31,2120.0,349.3826,740691.11,639489.15,101201.96,USD
C-665579,CSLQC3C54,2024-12-31,6820.0,114.011,777555.02,2755220.48,-1977665.46,USD
C-665579,YSAL8M1G9,2024-12-31,3225.0,36.3776,117317.76,1073679.96,-956362.2,USD
C-665579,GYW6ZBNZ8,2024-12-31,7958.0,452.0141,3597128.21,1736741.41,1860386.8,USD
C-665579,ZSEDFQS3D,2024-12-31,10814.0,109.5016,1184150.3,2819138.66,-1634988.36,USD
C-665579,7OONNCILD,2024-12-31,8675.0,472.0794,4095288.8,1277079.73,2818209.07,USD
C-665579,EK3ZEZQAC,2024-12-31,513.0,11.5725,5936.69,102436.46,-96499.77,USD
C-665579,T0SEKKBP2,2024-12-31,2804.0,24.9586,69983.91,1132794.74,-1062810.83,USD
C-665579,4RTWUZKAM,2024-12-31,7125.0,453.3351,3230012.59,1126704.67,2103307.92,USD
C-665579,NN0MCIXDU,2024-12-31,1588.0,477.4744,758229.35,733413.67,24815.68,USD
C-665579,MMX3Y9RGE,2024-12-31,2262.0,104.913,237313.21,868103.35,-630790.14,USD
C-665579,M25LEN606,2024-12-31,8240.0,451.4412,3719875.49,1387531.98,2332343.51,USD
C-665579,RR7S20CV3,2024-12-31,3838.0,349.826,1342632.19,760520.18,582112.01,USD
C-665579,J98CWN2Y8,2024-12-31,5549.0,326.0644,1809331.36,411630.69,1397700.67,USD
C-665579,ZHWY9HECG,2024-12-31,3790.0,157.3925,596517.58,615808.67,-19291.09,USD
C-665579,SEHE2ATN2,2024-12-31,5447.0,412.9997,2249609.37,2272431.53,-22822.16,USD
C-665579,3BBXUX1OX,2024-12-31,9087.0,26.4434,240291.18,2710076.33,-2469785.15,USD
C-665579,1NOUHTCS1,2024-12-31,4956.0,95.2931,472272.6,1872803.44,-1400530.84,USD
C-665579,VEDN9UNFV,2024-12-31,8918.0,454.936,4057119.25,1908498.98,2148620.27,USD
C-665579,M3TZK3NY9,2024-12-31,4429.0,119.3674,528678.21,1001727.37,-473049.16,USD
C-665579,5WVJX8UIB,2024-12-31,1240.0,285.2877,353756.75,134203.46,219553.29,USD
C-665579,WW4FYB8DA,2024-12-31,4533.0,266.7008,1208954.73,1204160.71,4794.02,USD
C-665579,R8KK791ZY,2024-12-31,8310.0,91.9381,764005.61,3520108.73,-2756103.12,USD
C-665579,D0IB6IIDL,2024-12-31,3362.0,224.6002,755105.87,896253.9,-141148.03,USD
C-665579,X6DUT076G,2024-12-31,2451.0,239.6686,587427.74,680729.12,-93301.38,USD
C-665579,9TR74QGEF,2024-12-31,7410.0,248.3054,1839943.01,477717.65,1362225.36,USD
C-665579,G02U1G463,2024-12-31,4597.0,92.7949,426578.16,411002.14,15576.02,USD
C-665579,0AXYCELOS,2024-12-31,2630.0,357.0571,939060.17,712070.45,226989.72,USD
C-665579,E6KWHEF0V,2024-12-31,3153.0,132.6526,418253.65,894584.89,-476331.24,USD
C-665579,36HTF4PYZ,2024-12-31,5133.0,215.6808,1107089.55,2346753.27,-1239663.72,USD
C-665579,QCEOUUYLA,2024-12-31,5134.0,233.6344,1199479.01,2442807.53,-1243328.52,USD
C-665579,VYLKFXHKC,2024-12-31,11768.0,478.1974,5627427.0,2985203.31,2642223.69,USD
C-665579,1R4KZ36U8,2024-12-31,487.0,242.114,117909.52,50942.22,66967.3,USD
C-665579,G10UR5L8A,2024-12-31,5765.0,205.2683,1183371.75,1465238.25,-281866.5,USD
C-665579,9RIVH6T1N,2024-12-31,1045.0,65.9321,68899.04,388484.6,-319585.56,USD
C-665579,O4IZASNWY,2024-12-31,4093.0,28.3408,115998.89,933584.17,-817585.28,USD
C-665579,RATATJ9A3,2024-12-31,6188.0,386.7892,2393451.57,1987521.27,405930.3,USD
C-665579,DDFGS3JON,2024-12-31,3923.0,455.8369,1788248.16,1615171.03,173077.13,USD
C-665579,IZK3C9XBO,2024-12-31,7142.0,265.1491,1893694.87,2267196.66,-373501.79,USD
C-665579,VN1KICJN2,2024-12-31,6843.0,286.8312,1962785.9,2612277.86,-649491.96,USD
C-665579,MD7Q1DDPU,2024-12-31,5561.0,453.5391,2522130.94,494280.31,2027850.63,USD
C-665579,1A07H23C4,2024-12-31,1548.0,362.0178,560403.55,357007.36,203396.19,USD
C-665579,WIXZ2C9RO,2024-12-31,7922.0,12.7379,100909.64,2256203.28,-2155293.64,USD
C-665579,5SXVWVM4W,2024-12-31,3400.0,474.0197,1611666.98,837398.34,774268.64,USD
C-665579,VYLIENFNV,2024-12-31,7811.0,379.3014,2962723.24,2269569.71,693153.53,USD
C-665579,GWYX9TRFL,2024-12-31,4797.0,74.5956,357835.09,1640122.82,-1282287.73,USD
C-665579,VMZWFFHHC,2024-12-31,4073.0,384.7198,1566963.75,537267.84,1029695.91,USD
C-728038,PZUE8YFBN,2024-12-31,2355.0,136.3342,321067.04,828740.75,-507673.71,USD
C-728038,XOKC1MSY4,2024-12-31,2891.0,61.8965,178942.78,1307447.44,-1128504.66,USD
C-728038,6GBPS3Y70,2024-12-31,4790.0,288.9028,1383844.41,1643950.27,-260105.86,USD
C-728038,EP7Y6WKTA,2024-12-31,444.0,137.8821,61219.65,178136.34,-116916.69,USD
C-728038,H2ZQU7EEQ,2024-12-31,3401.0,390.4368,1327875.56,1475331.68,-147456.12,USD
C-728038,JRNY20479,2024-12-31,6558.0,425.5658,2790860.52,1161468.87,1629391.65,USD
C-728038,TXCXAPRPN,2024-12-31,3805.0,260.5051,991221.91,1640469.34,-649247.43,USD
C-728038,GSXW71Q3V,2024-12-31,7354.0,311.806,2293021.32,1762513.41,530507.91,USD
C-728038,HR09SKDGI,2024-12-31,2216.0,367.3655,814081.95,798078.03,16003.92,USD
C-728038,FUK9E1V2I,2024-12-31,4143.0,58.6712,243074.78,2064821.9,-1821747.12,USD
C-728038,DJE153A5Q,2024-12-31,7215.0,471.1659,3399461.97,2069768.8,1329693.17,USD
C-728038,QRL1N759I,2024-12-31,4889.0,408.5192,1997250.37,1269673.12,727577.25,USD
C-728038,B0Z3NX39R,2024-12-31,7394.0,20.4554,151247.23,2802049.25,-2650802.02,USD
C-728038,Y6B2KNFTU,2024-12-31,2401.0,280.4806,673433.92,759513.73,-86079.81,USD
C-728038,2ATQYYV37,2024-12-31,4667.0,61.2252,285738.01,1372580.75,-1086842.74,USD
C-728038,4DYT9MOGE,2024-12-31,2862.0,311.0506,890226.82,366573.76,523653.06,USD
C-728038,XB94PDZP6,2024-12-31,9175.0,262.2262,2405925.39,2701627.93,-295702.54,USD
C-728038,UVULEMX15,2024-12-31,8148.0,79.6971,649371.97,1265876.24,-616504.27,USD
C-728038,LA0GNZS43,2024-12-31,8242.0,275.2748,2268814.9,2258756.55,10058.35,USD
C-728038,2W37D4IVS,2024-12-31,8729.0,47.1681,411730.34,1593019.48,-1181289.14,USD
C-728038,ZSEDFQS3D,2024-12-31,1386.0,109.5016,151769.22,580620.49,-428851.27,USD
C-728038,RR7S20CV3,2024-12-31,3818.0,349.826,1335635.67,1529233.37,-193597.7,USD
C-728038,DLKQZFPQ0,2024-12-31,5679.0,367.1274,2084916.5,1787660.95,297255.55,USD
C-728038,5COZROOUE,2024-12-31,2010.0,385.1646,774180.85,730004.28,44176.57,USD
C-728038,FFLZM764J,2024-12-31,1913.0,408.8894,782205.42,726664.79,55540.63,USD
C-728038,WWDXVUGW6,2024-12-31,1740.0,466.5678,811827.97,864416.68,-52588.71,USD
C-728038,8R2YKCCPR,2024-12-31,2512.0,484.9279,1218138.88,1116458.97,101679.91,USD
C-728038,F5L9MO1SD,2024-12-31,6002.0,436.7211,2621200.04,1494262.27,1126937.77,USD
C-728038,JIDKNWI5F,2024-12-31,5798.0,280.2796,1625061.12,1166699.16,458361.96,USD
C-728038,5WVJX8UIB,2024-12-31,5225.0,285.2877,1490628.23,1506334.41,-15706.18,USD
C-728038,R8KK791ZY,2024-12-31,9192.0,91.9381,845095.02,1097504.02,-252409.0,USD
C-728038,G02U1G463,2024-12-31,5355.0,92.7949,496916.69,1737775.75,-1240859.06,USD
C-728038,0AXYCELOS,2024-12-31,6604.0,357.0571,2358005.09,966419.96,1391585.13,USD
C-728038,E6KWHEF0V,2024-12-31,1991.0,132.6526,264111.33,178000.16,86111.17,USD
C-728038,HCPZTC69Q,2024-12-31,8306.0,103.0429,855874.33,2316367.69,-1460493.36,USD
C-728038,119XP9N56,2024-12-31,8715.0,52.2355,455232.38,863287.52,-408055.14,USD
C-728038,YUBMXNSZO,2024-12-31,5694.0,133.8173,761955.71,1807803.36,-1045847.65,USD
C-728038,IHX74D0GJ,2024-12-31,1611.0,350.838,565200.02,280459.32,284740.7,USD
C-728038,M349EL8HL,2024-12-31,10444.0,389.0237,4062963.52,2187111.03,1875852.49,USD
C-728038,0W82LK2N7,2024-12-31,3711.0,198.1038,735163.2,765115.89,-29952.69,USD
C-728038,WIXZ2C9RO,2024-12-31,7924.0,12.7379,100935.12,3799046.48,-3698111.36,USD
C-728038,9YO18PAJS,2024-12-31,4550.0,337.3178,1534795.99,838413.48,696382.51,USD
C-728038,NQYYF9RK7,2024-12-31,4210.0,60.3741,254174.96,1333045.26,-1078870.3,USD
C-728038,FLQHRRPZL,2024-12-31,4506.0,396.7973,1787968.63,1024295.47,763673.16,USD
C-728038,IOGXPBWHV,2024-12-31,6385.0,36.8577,235336.41,2547104.03,-2311767.62,USD
C-728038,VMZWFFHHC,2024-12-31,9234.0,384.7198,3552502.63,3377369.39,175133.24,USD
C-120422,EP7Y6WKTA,2024-12-31,435.0,137.8821,59978.71,85492.42,-25513.71,USD
C-120422,4COWGZRIX,2024-12-31,886.0,57.794,51205.48,29533.92,21671.56,USD
C-120422,KV5USGIOT,2024-12-31,3832.0,341.4494,1308434.1,829829.63,478604.47,USD
C-120422,HR09SKDGI,2024-12-31,1783.0,367.3655,655012.69,602488.56,52524.13,USD
C-120422,ZEBBK7W1D,2024-12-31,4074.0,365.8835,1490609.38,1625261.91,-134652.53,USD
C-120422,FUK9E1V2I,2024-12-31,9464.0,58.6712,555264.24,1914341.38,-1359077.14,USD
C-120422,N1W1HT7PZ,2024-12-31,10938.0,292.9771,3204583.52,2265736.79,938846.73,USD
C-120422,VIFTTD96Q,2024-12-31,5337.0,152.1179,811853.23,2056767.47,-1244914.24,USD
C-120422,8LD4D6AF5,2024-12-31,5931.0,302.8683,1796311.89,2458551.82,-662239.93,USD
C-120422,2JWOCLYT8,2024-12-31,4811.0,367.2708,1766939.82,526030.79,1240909.03,USD
C-120422,YFPMVXPJ4,2024-12-31,1006.0,396.2015,398578.71,194900.53,203678.18,USD
C-120422,DNMKZA3OA,2024-12-31,1899.0,241.4811,458572.61,778864.41,-320291.8,USD
C-120422,2QC1IYYO4,2024-12-31,9571.0,57.1213,546707.96,2830934.92,-2284226.96,USD
C-120422,HX8BM92H3,2024-12-31,1663.0,439.5284,730935.73,618994.54,111941.19,USD
C-120422,H5LF6A4FE,2024-12-31,2255.0,198.6474,447949.89,983136.7,-535186.81,USD
C-120422,VMUHXID4N,2024-12-31,7098.0,403.0874,2861114.37,1638000.03,1223114.34,USD
C-120422,LA0GNZS43,2024-12-31,1399.0,275.2748,385109.45,44758.35,340351.1,USD
C-120422,2II826GYU,2024-12-31,6137.0,368.66,2262466.42,1039418.98,1223047.44,USD
C-120422,2SPFHV5BR,2024-12-31,11233.0,394.7842,4434610.92,2676672.44,1757938.48,USD
C-120422,XD9CSS9TO,2024-12-31,987.0,135.533,133771.07,360875.94,-227104.87,USD
C-120422,MMX3Y9RGE,2024-12-31,3777.0,104.913,396256.4,411177.55,-14921.15,USD
C-120422,QYM52XG8P,2024-12-31,7228.0,472.1203,3412485.53,2833173.53,579312.0,USD
C-120422,F5L9MO1SD,2024-12-31,6429.0,436.7211,2807679.95,1398047.13,1409632.82,USD
C-120422,JIDKNWI5F,2024-12-31,2800.0,280.2796,784782.88,438188.98,346593.9,USD
C-120422,L1RSRLA8S,2024-12-31,3998.0,199.5026,797611.39,1240269.97,-442658.58,USD
C-120422,1NOUHTCS1,2024-12-31,6390.0,95.2931,608922.91,2427726.86,-1818803.95,USD
C-120422,M3TZK3NY9,2024-12-31,2140.0,119.3674,255446.24,913902.41,-658456.17,USD
C-120422,5WVJX8UIB,2024-12-31,11365.0,285.2877,3242294.71,3927023.33,-684728.62,USD
C-120422,WW4FYB8DA,2024-12-31,7111.0,266.7008,1896509.39,2183344.02,-286834.63,USD
C-120422,M72JEYN93,2024-12-31,5361.0,55.6966,298589.47,282614.03,15975.44,USD
C-120422,2G05KBKV7,2024-12-31,84.0,430.4931,36161.42,36443.58,-282.16,USD
C-120422,9TR74QGEF,2024-12-31,6170.0,248.3054,1532044.32,897369.08,634675.24,USD
C-120422,E6KWHEF0V,2024-12-31,1823.0,132.6526,241825.69,673924.15,-432098.46,USD
C-120422,G10UR5L8A,2024-12-31,5488.0,205.2683,1126512.43,1489553.91,-363041.48,USD
C-120422,T7M1R00Q0,2024-12-31,5994.0,321.9604,1929830.64,2249524.78,-319694.14,USD
C-120422,ZR7TXCB48,2024-12-31,2746.0,110.1061,302351.35,1197407.58,-895056.23,USD
C-120422,DDFGS3JON,2024-12-31,6369.0,455.8369,2903225.22,1652559.78,1250665.44,USD
C-120422,IZK3C9XBO,2024-12-31,3721.0,265.1491,986619.8,1006599.47,-19979.67,USD
C-120422,1F90S9BP4,2024-12-31,4315.0,113.0566,487839.23,851803.52,-363964.29,USD
C-120422,MD7Q1DDPU,2024-12-31,1481.0,453.5391,671691.41,450149.95,221541.46,USD
C-120422,WIXZ2C9RO,2024-12-31,3369.0,12.7379,42913.99,1466268.94,-1423354.95,USD
C-120422,9YO18PAJS,2024-12-31,2129.0,337.3178,718149.6,407119.54,311030.06,USD
C-120422,E4XYF9IGF,2024-12-31,365.0,166.7645,60869.04,51859.82,9009.22,USD
C-120422,GWYX9TRFL,2024-12-31,9154.0,74.5956,682848.12,811938.61,-129090.49,USD
