fund_code,isin_identifier,nav_date,shares_held,nav_per_share,total_nav_value,book_cost,currency_code
FND-0051,USNKOMV2XCD8,2024-12-31,3881.0,493.5694,1915542.84,629621.41,USD
FND-0051,USV7LN23Y302,2024-12-31,5565.0,324.1504,1803896.98,994015.74,USD
FND-0051,US2SPFHV5BR9,2024-12-31,4682.0,395.0052,1849414.35,387261.41,USD
FND-0051,US4RTWUZKAM7,2024-12-31,3772.0,453.9059,1712133.05,1194176.21,USD
FND-0051,USXD9CSS9TO3,2024-12-31,6229.0,135.4934,843988.39,1593149.91,USD
FND-0051,USMMX3Y9RGE8,2024-12-31,714.0,105.0692,75019.41,203568.35,USD
FND-0051,USM25LEN6067,2024-12-31,2404.0,450.8651,1083879.7,990259.05,USD
FND-0051,USZHWY9HECG4,2024-12-31,7438.0,157.2862,1169894.76,2502231.64,USD
FND-0051,US5COZROOUE3,2024-12-31,3507.0,386.4283,1355204.05,920842.93,USD
FND-0051,USWWDXVUGW63,2024-12-31,3578.0,466.7335,1669972.46,604436.63,USD
FND-0051,USF5L9MO1SD6,2024-12-31,6833.0,436.6199,2983423.78,769007.74,USD
FND-0051,USRN8QTTY5Y3,2024-12-31,9847.0,155.7399,1533570.8,1997454.85,USD
FND-0051,USR8KK791ZY9,2024-12-31,2580.0,91.4897,236043.43,889360.06,USD
FND-0051,USD0IB6IIDL6,2024-12-31,12620.0,224.4536,2832604.43,1094184.58,USD
FND-0051,US9TR74QGEF5,2024-12-31,1454.0,249.2212,362367.62,601802.89,USD
FND-0051,US0AXYCELOS4,2024-12-31,4240.0,355.9532,1509241.57,1031360.52,USD
FND-0051,USE6KWHEF0V7,2024-12-31,2450.0,132.7948,325347.26,693923.3,USD
FND-0051,US231YV2STN1,2024-12-31,3253.0,173.5866,564677.21,364265.08,USD
FND-0051,US36HTF4PYZ6,2024-12-31,8913.0,215.4485,1920292.48,2713808.47,USD
FND-0051,USQZPNIQFG57,2024-12-31,251.0,83.4771,20952.75,30157.7,USD
FND-0051,USIHX74D0GJ5,2024-12-31,5463.0,349.6468,1910120.47,1757468.75,USD
FND-0051,USG10UR5L8A6,2024-12-31,6599.0,204.6764,1350659.56,1200825.24,USD
FND-0051,USRATATJ9A34,2024-12-31,13732.0,385.513,5293864.52,3774676.31,USD
FND-0051,USWZC4XL9969,2024-12-31,7094.0,142.11,1008128.34,2438233.06,USD
FND-0051,US8V1ZOCFI46,2024-12-31,12624.0,86.098,1086901.15,4325088.91,USD
FND-0051,US1F90S9BP40,2024-12-31,1951.0,112.8198,220111.43,758886.13,USD
FND-0051,US8O1BJ9RM76,2024-12-31,4662.0,37.4706,174687.94,1503066.28,USD
FND-0051,US7ZRWQEAO47,2024-12-31,2316.0,121.3483,281042.66,34103.93,USD
FND-0051,US1A07H23C44,2024-12-31,4656.0,363.6775,1693282.44,1465467.23,USD
FND-0051,USE13N3BZT96,2024-12-31,2178.0,298.0125,649071.22,479272.17,USD
FND-0051,US1K9QM3P914,2024-12-31,7894.0,80.5381,635767.76,1319561.28,USD
FND-0052,USCXULJYLJE1,2024-12-31,3554.0,319.9716,1137179.07,395138.14,USD
FND-0052,USL1CQ99CHJ4,2024-12-31,3988.0,63.3507,252642.59,522077.9,USD
FND-0052,USEL6246HID9,2024-12-31,7813.0,408.3466,3190411.99,2596502.31,USD
FND-0052,US5JU9BVM2P2,2024-12-31,2981.0,445.2274,1327222.88,839190.63,USD
FND-0052,US6GBPS3Y708,2024-12-31,10137.0,289.9474,2939196.79,3126896.11,USD
FND-0052,USSWM31YIHA3,2024-12-31,4378.0,352.0538,1541291.54,1252596.73,USD
FND-0052,US4COWGZRIX9,2024-12-31,10808.0,57.5265,621746.41,2295752.04,USD
FND-0052,USH2ZQU7EEQ9,2024-12-31,4302.0,390.4383,1679665.57,704139.66,USD
FND-0052,USHOLQC3O184,2024-12-31,6199.0,284.2077,1761803.53,1719519.04,USD
FND-0052,US13JCAT9MX6,2024-12-31,4986.0,22.8764,114061.73,1262639.71,USD
FND-0052,US8HAFEYUHZ8,2024-12-31,7374.0,305.0822,2249676.14,2562134.44,USD
FND-0052,USGSXW71Q3V5,2024-12-31,6998.0,312.3998,2186173.8,1858756.38,USD
FND-0052,USKV5USGIOT9,2024-12-31,6263.0,340.9543,2135396.78,1023074.81,USD
FND-0052,USTMQLIZL088,2024-12-31,2112.0,38.9622,82288.17,630161.54,USD
FND-0052,USSRCBPLJD82,2024-12-31,5495.0,407.3773,2238538.26,1825819.99,USD
FND-0052,USDJE153A5Q4,2024-12-31,3753.0,469.6288,1762516.89,1122342.52,USD
FND-0052,USVIFTTD96Q4,2024-12-31,4259.0,152.8748,651093.77,479034.3,USD
FND-0052,US2JWOCLYT89,2024-12-31,9483.0,365.469,3465742.53,2600718.03,USD
FND-0052,USBCW790PDW9,2024-12-31,3800.0,279.3349,1061472.62,605812.9,USD
FND-0052,USY6B2KNFTU8,2024-12-31,1860.0,279.1448,519209.33,416185.0,USD
FND-0052,USC5WI6FQJJ0,2024-12-31,7322.0,73.0563,534918.23,2292055.69,USD
FND-0052,USYFPMVXPJ46,2024-12-31,2067.0,394.6869,815817.82,540917.61,USD
FND-0052,USDWB2BNE6L1,2024-12-31,16287.0,157.9728,2572902.99,2217637.7,USD
FND-0052,USET8T63J3R6,2024-12-31,2879.0,38.9726,112202.12,944975.13,USD
FND-0052,US0FODRO8BN3,2024-12-31,4139.0,273.6287,1132549.19,1766604.56,USD
FND-0052,USXAA2ILGB09,2024-12-31,6212.0,271.9584,1689405.58,1544807.33,USD
FND-0052,US4X1ZHQIMQ0,2024-12-31,1920.0,22.6934,43571.33,576296.04,USD
FND-0052,USUVULEMX155,2024-12-31,7943.0,79.7308,633301.74,2115276.99,USD
FND-0052,USVMUHXID4N9,2024-12-31,8767.0,405.0115,3550735.82,1809338.08,USD
FND-0052,USJ17MGFXC03,2024-12-31,7624.0,247.3447,1885755.99,2723528.01,USD
FND-0052,USTNQFLL7V56,2024-12-31,6095.0,394.2455,2402926.32,1695523.08,USD
FND-0052,USBA75UUZPE5,2024-12-31,6149.0,254.216,1563174.18,1313387.89,USD
FND-0052,USMLGSES6M05,2024-12-31,2120.0,350.1205,742255.46,639489.15,USD
FND-0052,USCSLQC3C541,2024-12-31,6820.0,114.0868,778071.98,2755220.48,USD
FND-0052,USYSAL8M1G97,2024-12-31,3225.0,36.2737,116982.68,1073679.96,USD
FND-0052,USGYW6ZBNZ88,2024-12-31,7958.0,450.6813,3586521.79,1736741.41,USD
FND-0052,USZSEDFQS3D3,2024-12-31,10814.0,109.1819,1180693.07,2819138.66,USD
FND-0052,US7OONNCILD3,2024-12-31,8675.0,470.6118,4082557.37,1277079.73,USD
FND-0052,USEK3ZEZQAC7,2024-12-31,513.0,11.5199,5909.71,102436.46,USD
FND-0052,UST0SEKKBP27,2024-12-31,2804.0,24.915,69861.66,1132794.74,USD
FND-0052,US4RTWUZKAM7,2024-12-31,7125.0,452.4039,3223377.79,1126704.67,USD
FND-0052,USNN0MCIXDU2,2024-12-31,1588.0,478.2925,759528.49,733413.67,USD
FND-0052,USMMX3Y9RGE8,2024-12-31,2262.0,104.9798,237464.31,868103.35,USD
FND-0052,USM25LEN6067,2024-12-31,8240.0,451.3585,3719194.04,1387531.98,USD
FND-0052,USRR7S20CV35,2024-12-31,3838.0,351.1453,1347695.66,760520.18,USD
FND-0052,USJ98CWN2Y85,2024-12-31,5549.0,326.1936,1810048.29,411630.69,USD
FND-0052,USZHWY9HECG4,2024-12-31,3790.0,157.8914,598408.41,615808.67,USD
FND-0052,USSEHE2ATN27,2024-12-31,5447.0,413.8802,2254405.45,2272431.53,USD
FND-0052,US3BBXUX1OX7,2024-12-31,9087.0,26.3928,239831.37,2710076.33,USD
FND-0052,US1NOUHTCS13,2024-12-31,4956.0,95.6291,473937.82,1872803.44,USD
FND-0052,USVEDN9UNFV7,2024-12-31,8918.0,454.3263,4051681.94,1908498.98,USD
FND-0052,USM3TZK3NY96,2024-12-31,4429.0,118.7801,526077.06,1001727.37,USD
FND-0052,US5WVJX8UIB5,2024-12-31,1240.0,285.6803,354243.57,134203.46,USD
FND-0052,USWW4FYB8DA7,2024-12-31,4533.0,265.7804,1204782.55,1204160.71,USD
FND-0052,USR8KK791ZY9,2024-12-31,8310.0,91.898,763672.38,3520108.73,USD
FND-0052,USD0IB6IIDL6,2024-12-31,3362.0,225.1272,756877.65,896253.9,USD
FND-0052,USX6DUT076G8,2024-12-31,2451.0,239.6403,587358.38,680729.12,USD
FND-0052,US9TR74QGEF5,2024-12-31,7410.0,248.9611,1844801.75,477717.65,USD
FND-0052,USG02U1G4636,2024-12-31,4597.0,93.0033,427536.17,411002.14,USD
FND-0052,US0AXYCELOS4,2024-12-31,2630.0,358.2871,942295.07,712070.45,USD
FND-0052,USE6KWHEF0V7,2024-12-31,3153.0,132.5438,417910.6,894584.89,USD
FND-0052,US36HTF4PYZ6,2024-12-31,5133.0,216.0734,1109104.76,2346753.27,USD
FND-0052,USQCEOUUYLA9,2024-12-31,5134.0,232.8615,1195510.94,2442807.53,USD
FND-0052,USVYLKFXHKC1,2024-12-31,11768.0,477.3447,5617392.43,2985203.31,USD
FND-0052,US1R4KZ36U82,2024-12-31,487.0,241.6817,117698.99,50942.22,USD
FND-0052,USG10UR5L8A6,2024-12-31,5765.0,204.4061,1178401.17,1465238.25,USD
FND-0052,US9RIVH6T1N9,2024-12-31,1045.0,65.8343,68796.84,388484.6,USD
FND-0052,USO4IZASNWY6,2024-12-31,4093.0,28.2408,115589.59,933584.17,USD
FND-0052,USRATATJ9A34,2024-12-31,6188.0,386.761,2393277.07,1987521.27,USD
FND-0052,USDDFGS3JON2,2024-12-31,3923.0,453.9145,1780706.58,1615171.03,USD
FND-0052,USIZK3C9XBO3,2024-12-31,7142.0,265.937,1899322.05,2267196.66,USD
FND-0052,USVN1KICJN27,2024-12-31,6843.0,286.902,1963270.39,2612277.86,USD
FND-0052,USMD7Q1DDPU8,2024-12-31,5561.0,454.2208,2525921.87,494280.31,USD
FND-0052,US1A07H23C44,2024-12-31,1548.0,362.0396,560437.3,357007.36,USD
FND-0052,USWIXZ2C9RO0,2024-12-31,7922.0,12.7574,101064.12,2256203.28,USD
FND-0052,US5SXVWVM4W6,2024-12-31,3400.0,474.6488,1613805.92,837398.34,USD
FND-0052,USVYLIENFNV8,2024-12-31,7811.0,378.3284,2955123.13,2269569.71,USD
FND-0052,USGWYX9TRFL4,2024-12-31,4797.0,74.3361,356590.27,1640122.82,USD
FND-0052,USVMZWFFHHC4,2024-12-31,4073.0,384.1143,1564497.54,537267.84,USD
FND-0053,USPZUE8YFBN3,2024-12-31,2355.0,136.3102,321010.52,828740.75,USD
FND-0053,USXOKC1MSY46,2024-12-31,2891.0,61.739,178487.45,1307447.44,USD
FND-0053,US6GBPS3Y708,2024-12-31,4790.0,289.9447,1388835.11,1643950.27,USD
FND-0053,USEP7Y6WKTA5,2024-12-31,444.0,137.8059,61185.82,178136.34,USD
FND-0053,USH2ZQU7EEQ9,2024-12-31,3401.0,390.1176,1326789.96,1475331.68,USD
FND-0053,USJRNY204793,2024-12-31,6558.0,423.9221,2780081.13,1161468.87,USD
FND-0053,USTXCXAPRPN5,2024-12-31,3805.0,260.3716,990713.94,1640469.34,USD
FND-0053,USGSXW71Q3V5,2024-12-31,7354.0,312.7249,2299778.91,1762513.41,USD
FND-0053,USHR09SKDGI6,2024-12-31,2216.0,368.6071,816833.33,798078.03,USD
FND-0053,USFUK9E1V2I8,2024-12-31,4143.0,58.3955,241932.56,2064821.9,USD
FND-0053,USDJE153A5Q4,2024-12-31,7215.0,472.2179,3407052.15,2069768.8,USD
FND-0053,USQRL1N759I5,2024-12-31,4889.0,407.9819,1994623.51,1269673.12,USD
FND-0053,USB0Z3NX39R2,2024-12-31,7394.0,20.3955,150804.33,2802049.25,USD
FND-0053,USY6B2KNFTU8,2024-12-31,2401.0,281.6915,676341.29,759513.73,USD
FND-0053,US2ATQYYV374,2024-12-31,4667.0,61.353,286334.45,1372580.75,USD
FND-0053,US4DYT9MOGE3,2024-12-31,2862.0,310.5653,888837.89,366573.76,USD
FND-0053,USXB94PDZP69,2024-12-31,9175.0,262.1007,2404773.92,2701627.93,USD
FND-0053,USUVULEMX155,2024-12-31,8148.0,79.3458,646509.58,1265876.24,USD
FND-0053,USLA0GNZS438,2024-12-31,8242.0,275.9528,2274402.98,2258756.55,USD
FND-0053,US2W37D4IVS6,2024-12-31,8729.0,47.0033,410291.81,1593019.48,USD
FND-0053,USZSEDFQS3D3,2024-12-31,1386.0,109.605,151912.53,580620.49,USD
FND-0053,USRR7S20CV35,2024-12-31,3818.0,351.3269,1341366.1,1529233.37,USD
FND-0053,USDLKQZFPQ09,2024-12-31,5679.0,366.6636,2082282.58,1787660.95,USD
FND-0053,US5COZROOUE3,2024-12-31,2010.0,384.9708,773791.31,730004.28,USD
FND-0053,USFFLZM764J2,2024-12-31,1913.0,407.918,780347.13,726664.79,USD
FND-0053,USWWDXVUGW63,2024-12-31,1740.0,466.6507,811972.22,864416.68,USD
FND-0053,US8R2YKCCPR5,2024-12-31,2512.0,482.7577,1212687.34,1116458.97,USD
FND-0053,USF5L9MO1SD6,2024-12-31,6002.0,435.2408,2612315.28,1494262.27,USD
FND-0053,USJIDKNWI5F1,2024-12-31,5798.0,279.0266,1617796.23,1166699.16,USD
FND-0053,US5WVJX8UIB5,2024-12-31,5225.0,284.8468,1488324.53,1506334.41,USD
FND-0053,USR8KK791ZY9,2024-12-31,9192.0,92.0161,845811.99,1097504.02,USD
FND-0053,USG02U1G4636,2024-12-31,5355.0,92.5152,495418.9,1737775.75,USD
FND-0053,US0AXYCELOS4,2024-12-31,6604.0,357.4288,2360459.8,966419.96,USD
FND-0053,USE6KWHEF0V7,2024-12-31,1991.0,133.1273,265056.45,178000.16,USD
FND-0053,USHCPZTC69Q9,2024-12-31,8306.0,103.328,858242.37,2316367.69,USD
FND-0053,US119XP9N560,2024-12-31,8715.0,52.442,457032.03,863287.52,USD
FND-0053,USYUBMXNSZO8,2024-12-31,5694.0,133.8791,762307.6,1807803.36,USD
FND-0053,USIHX74D0GJ5,2024-12-31,1611.0,351.92,566943.12,280459.32,USD
FND-0053,USM349EL8HL7,2024-12-31,10444.0,390.2919,4076208.6,2187111.03,USD
FND-0053,US0W82LK2N73,2024-12-31,3711.0,198.6741,737279.59,765115.89,USD
FND-0053,USWIXZ2C9RO0,2024-12-31,7924.0,12.7239,100824.18,3799046.48,USD
FND-0053,US9YO18PAJS6,2024-12-31,4550.0,336.4812,1530989.46,838413.48,USD
FND-0053,USNQYYF9RK73,2024-12-31,4210.0,60.1865,253385.17,1333045.26,USD
FND-0053,USFLQHRRPZL2,2024-12-31,4506.0,398.6744,1796426.85,1024295.47,USD
FND-0053,USIOGXPBWHV5,2024-12-31,6385.0,37.013,236328.0,2547104.03,USD
FND-0053,USVMZWFFHHC4,2024-12-31,9234.0,383.5188,3541412.6,3377369.39,USD
FND-0054,USEP7Y6WKTA5,2024-12-31,435.0,138.4161,60211.0,85492.42,USD
FND-0054,US4COWGZRIX9,2024-12-31,886.0,57.8316,51238.8,29533.92,USD
FND-0054,USKV5USGIOT9,2024-12-31,3832.0,342.8284,1313718.43,829829.63,USD
FND-0054,USHR09SKDGI6,2024-12-31,1783.0,368.5514,657127.15,602488.56,USD
FND-0054,USZEBBK7W1D2,2024-12-31,4074.0,366.04,1491246.96,1625261.91,USD
FND-0054,USFUK9E1V2I8,2024-12-31,9464.0,58.9587,557985.14,1914341.38,USD
FND-0054,USN1W1HT7PZ8,2024-12-31,10938.0,291.5218,3188665.45,2265736.79,USD
FND-0054,USVIFTTD96Q4,2024-12-31,5337.0,151.6258,809226.89,2056767.47,USD
FND-0054,US8LD4D6AF53,2024-12-31,5931.0,303.8133,1801916.68,2458551.82,USD
FND-0054,US2JWOCLYT89,2024-12-31,4811.0,366.3816,1762661.88,526030.79,USD
FND-0054,USYFPMVXPJ46,2024-12-31,1006.0,397.555,399940.33,194900.53,USD
FND-0054,USDNMKZA3OA8,2024-12-31,1899.0,241.7632,459108.32,778864.41,USD
FND-0054,US2QC1IYYO43,2024-12-31,9571.0,57.3061,548476.68,2830934.92,USD
FND-0054,USHX8BM92H30,2024-12-31,1663.0,441.0097,733399.13,618994.54,USD
FND-0054,USH5LF6A4FE5,2024-12-31,2255.0,197.7374,445897.84,983136.7,USD
FND-0054,USVMUHXID4N9,2024-12-31,7098.0,403.9695,2867375.51,1638000.03,USD
FND-0054,USLA0GNZS438,2024-12-31,1399.0,275.579,385535.02,44758.35,USD
FND-0054,US2II826GYU2,2024-12-31,6137.0,367.8067,2257229.72,1039418.98,USD
FND-0054,US2SPFHV5BR9,2024-12-31,11233.0,394.2937,4429101.13,2676672.44,USD
FND-0054,USXD9CSS9TO3,2024-12-31,987.0,136.0203,134252.04,360875.94,USD
FND-0054,USMMX3Y9RGE8,2024-12-31,3777.0,105.3014,397723.39,411177.55,USD
FND-0054,USQYM52XG8P9,2024-12-31,7228.0,473.6539,3423570.39,2833173.53,USD
FND-0054,USF5L9MO1SD6,2024-12-31,6429.0,435.7965,2801735.7,1398047.13,USD
FND-0054,USJIDKNWI5F1,2024-12-31,2800.0,279.4612,782491.36,438188.98,USD
FND-0054,USL1RSRLA8S9,2024-12-31,3998.0,199.2763,796706.65,1240269.97,USD
FND-0054,US1NOUHTCS13,2024-12-31,6390.0,95.5457,610537.02,2427726.86,USD
FND-0054,USM3TZK3NY96,2024-12-31,2140.0,119.1686,255020.8,913902.41,USD
FND-0054,US5WVJX8UIB5,2024-12-31,11365.0,283.9089,3226624.65,3927023.33,USD
FND-0054,USWW4FYB8DA7,2024-12-31,7111.0,267.0181,1898765.71,2183344.02,USD
FND-0054,USM72JEYN931,2024-12-31,5361.0,55.7699,298982.43,282614.03,USD
FND-0054,US2G05KBKV70,2024-12-31,84.0,429.7403,36098.19,36443.58,USD
FND-0054,US9TR74QGEF5,2024-12-31,6170.0,248.3112,1532080.1,897369.08,USD
FND-0054,USE6KWHEF0V7,2024-12-31,1823.0,132.3571,241286.99,673924.15,USD
FND-0054,USG10UR5L8A6,2024-12-31,5488.0,204.4019,1121757.63,1489553.91,USD
FND-0054,UST7M1R00Q00,2024-12-31,5994.0,321.7058,1928304.57,2249524.78,USD
FND-0054,USZR7TXCB484,2024-12-31,2746.0,110.0494,302195.65,1197407.58,USD
FND-0054,USDDFGS3JON2,2024-12-31,6369.0,456.4946,2907414.11,1652559.78,USD
FND-0054,USIZK3C9XBO3,2024-12-31,3721.0,264.9598,985915.42,1006599.47,USD
FND-0054,US1F90S9BP40,2024-12-31,4315.0,113.0097,487636.86,851803.52,USD
FND-0054,USMD7Q1DDPU8,2024-12-31,1481.0,452.7834,670572.22,450149.95,USD
FND-0054,USWIXZ2C9RO0,2024-12-31,3369.0,12.7046,42801.8,1466268.94,USD
FND-0054,US9YO18PAJS6,2024-12-31,2129.0,336.1926,715754.05,407119.54,USD
FND-0054,USE4XYF9IGF6,2024-12-31,365.0,167.1747,61018.77,51859.82,USD
FND-0054,USGWYX9TRFL4,2024-12-31,9154.0,74.6256,683122.74,811938.61,USD
FND-0054,USCB1KJTGQ02,2024-12-31,2715.0,109.5521,297433.95,1040894.84,USD
FND-0054,US1K9QM3P914,2024-12-31,3985.0,81.143,323354.85,762488.33,USD
FND-0054,USVMZWFFHHC4,2024-12-31,4066.0,383.3924,1558873.5,1028297.7,USD
FND-0055,USXOKC1MSY46,2024-12-31,6517.0,61.883,403291.51,2680952.13,USD
FND-0055,US5JU9BVM2P2,2024-12-31,322.0,441.5298,142172.6,21033.85,USD
FND-0055,USEP7Y6WKTA5,2024-12-31,2383.0,137.4981,327657.97,968377.94,USD
FND-0055,USRIPZIM6CF6,2024-12-31,5775.0,360.0172,2079099.33,1220985.84,USD
FND-0055,USJRNY204793,2024-12-31,6282.0,423.9528,2663271.49,1069035.49,USD
FND-0055,USTXCXAPRPN5,2024-12-31,7408.0,259.236,1920420.29,1767375.73,USD
FND-0055,USGSXW71Q3V5,2024-12-31,2621.0,311.3225,815976.27,425264.98,USD
FND-0055,USKV5USGIOT9,2024-12-31,4711.0,343.0221,1615977.11,1867500.41,USD
FND-0055,USZQAKOIXNT6,2024-12-31,5214.0,249.409,1300418.53,1472319.94,USD
FND-0055,USTMQLIZL088,2024-12-31,3380.0,38.9831,131762.88,665987.12,USD
FND-0055,USHR09SKDGI6,2024-12-31,3646.0,366.4508,1336079.62,983208.56,USD
FND-0055,US4CIJ2V2HE7,2024-12-31,4797.0,207.8568,997089.07,884879.25,USD
FND-0055,USSRCBPLJD82,2024-12-31,3219.0,409.0317,1316673.04,1153299.14,USD
FND-0055,US3U1GSPK9P5,2024-12-31,2423.0,259.2139,628075.28,636829.09,USD
FND-0055,USDJE153A5Q4,2024-12-31,3261.0,473.2366,1543224.55,1429365.52,USD
FND-0055,USVIFTTD96Q4,2024-12-31,4345.0,151.8848,659939.46,1294757.65,USD
FND-0055,USRZSJ49ITN0,2024-12-31,8073.0,29.0463,234490.78,2765514.25,USD
FND-0055,USQRL1N759I5,2024-12-31,3736.0,410.0172,1531824.26,1201745.68,USD
FND-0055,US2JWOCLYT89,2024-12-31,4760.0,368.852,1755735.52,1359682.78,USD
FND-0055,USBCW790PDW9,2024-12-31,6139.0,277.6511,1704500.1,1498993.32,USD
FND-0055,USY6B2KNFTU8,2024-12-31,5717.0,279.124,1595751.91,1015506.89,USD
FND-0055,US0361I2HGJ0,2024-12-31,5832.0,39.2621,228976.57,2094516.03,USD
FND-0055,USDWB2BNE6L1,2024-12-31,7204.0,157.8558,1137193.18,2293418.95,USD
FND-0055,USET8T63J3R6,2024-12-31,6462.0,38.7864,250637.72,1355850.77,USD
FND-0055,US2QC1IYYO43,2024-12-31,2734.0,57.1632,156284.19,500398.37,USD
FND-0055,USQW7LVXWQZ1,2024-12-31,8725.0,333.142,2906663.95,2071749.44,USD
FND-0055,USXAA2ILGB09,2024-12-31,5123.0,269.6993,1381669.51,1926674.01,USD
FND-0055,US4X1ZHQIMQ0,2024-12-31,4744.0,22.6041,107233.85,551353.99,USD
FND-0055,USYRYBOVAKH6,2024-12-31,3523.0,478.8647,1687040.34,562755.56,USD
FND-0055,USBA75UUZPE5,2024-12-31,5943.0,255.8868,1520735.25,1533501.22,USD
FND-0055,USV7LN23Y302,2024-12-31,6569.0,324.6464,2132602.2,2384415.06,USD
FND-0055,USYSAL8M1G97,2024-12-31,13149.0,36.5144,480127.85,2318750.25,USD
FND-0055,USZSEDFQS3D3,2024-12-31,8557.0,109.6376,938168.94,2873977.99,USD
FND-0055,UST0SEKKBP27,2024-12-31,1660.0,24.9282,41380.81,214625.72,USD
FND-0055,USMMX3Y9RGE8,2024-12-31,3624.0,104.5775,378988.86,671554.29,USD
FND-0055,USKBHB7S9TJ9,2024-12-31,3244.0,329.3287,1068342.3,296961.92,USD
FND-0055,USZHWY9HECG4,2024-12-31,3192.0,157.0464,501292.11,755266.71,USD
FND-0055,US3BBXUX1OX7,2024-12-31,3838.0,26.3571,101158.55,1257205.08,USD
FND-0055,USJIDKNWI5F1,2024-12-31,6420.0,279.956,1797317.52,1653164.71,USD
FND-0055,USVEDN9UNFV7,2024-12-31,3547.0,454.6138,1612515.15,774007.59,USD
FND-0055,USM3TZK3NY96,2024-12-31,2190.0,119.8204,262406.68,1057606.02,USD
FND-0055,USRN8QTTY5Y3,2024-12-31,5575.0,156.8457,874414.78,2107698.27,USD
FND-0055,US1AT7O75RH5,2024-12-31,1988.0,148.8716,295956.74,698051.03,USD
FND-0055,US2G05KBKV70,2024-12-31,410.0,432.6054,177368.21,164844.97,USD
FND-0055,USOD9R7ANQJ6,2024-12-31,2966.0,165.5583,491045.92,960387.26,USD
FND-0055,USE6KWHEF0V7,2024-12-31,4218.0,132.8971,560559.97,1373081.51,USD
FND-0055,US36HTF4PYZ6,2024-12-31,8795.0,216.35,1902798.25,2139476.55,USD
FND-0055,US85E4E9OE99,2024-12-31,3650.0,146.3926,534332.99,876317.35,USD
FND-0055,USIHX74D0GJ5,2024-12-31,1247.0,351.2491,438007.63,306994.51,USD
FND-0055,US50ATVZKHI3,2024-12-31,4826.0,121.6069,586874.9,1069394.23,USD
FND-0055,USO4IZASNWY6,2024-12-31,5575.0,28.2269,157364.97,1008837.79,USD
FND-0055,USDDFGS3JON2,2024-12-31,5894.0,455.14,2682595.16,1537943.98,USD
FND-0055,USWZC4XL9969,2024-12-31,9997.0,143.2119,1431689.36,2358510.69,USD
FND-0055,US8V1ZOCFI46,2024-12-31,851.0,86.058,73235.36,68592.47,USD
FND-0055,US7ZRWQEAO47,2024-12-31,6964.0,120.7167,840671.1,2720428.0,USD
FND-0055,USM349EL8HL7,2024-12-31,5652.0,389.3494,2200602.81,655463.92,USD
FND-0055,US0W82LK2N73,2024-12-31,2422.0,198.7679,481415.85,414899.98,USD
FND-0055,USB8Z3V6DIX6,2024-12-31,2166.0,428.3127,927725.31,96127.03,USD
FND-0055,USIOGXPBWHV5,2024-12-31,8135.0,36.8563,299826.0,1319839.93,USD
FND-0055,US1K9QM3P914,2024-12-31,5796.0,80.9936,469438.91,1997505.48,USD
FND-0056,USXOKC1MSY46,2024-12-31,4781.0,62.005,296445.91,1295860.52,USD
FND-0056,US5JU9BVM2P2,2024-12-31,3495.0,442.3997,1546186.95,244785.77,USD
FND-0056,USRIPZIM6CF6,2024-12-31,8585.0,360.1693,3092053.44,2266299.83,USD
FND-0056,USR7KO64T027,2024-12-31,6778.0,217.3041,1472887.19,3088257.14,USD
FND-0056,USGSXW71Q3V5,2024-12-31,1995.0,310.8613,620168.29,327471.07,USD
FND-0056,USZQAKOIXNT6,2024-12-31,2886.0,251.2078,724985.71,1175590.37,USD
FND-0056,US3CFL0UKEY7,2024-12-31,1358.0,156.7036,212803.49,381775.47,USD
FND-0056,USBCW790PDW9,2024-12-31,6017.0,279.2108,1680011.38,1633902.77,USD
FND-0056,USYFPMVXPJ46,2024-12-31,4005.0,396.3544,1587399.37,201293.3,USD
FND-0056,USQW7LVXWQZ1,2024-12-31,3640.0,334.1529,1216316.56,1145618.67,USD
FND-0056,USXAA2ILGB09,2024-12-31,2842.0,271.0609,770355.08,1047290.07,USD
FND-0056,USCQNVQHW061,2024-12-31,5391.0,268.8402,1449317.52,696638.31,USD
FND-0056,USNKOMV2XCD8,2024-12-31,3327.0,494.6502,1645701.22,1141208.17,USD
FND-0056,US389YZTKKF1,2024-12-31,2887.0,392.9626,1134483.03,733303.09,USD
FND-0056,USWWDXVUGW63,2024-12-31,822.0,464.3626,381706.06,217819.88,USD
FND-0056,USVEDN9UNFV7,2024-12-31,3849.0,455.6096,1753641.35,1543204.21,USD
FND-0056,USR8KK791ZY9,2024-12-31,4002.0,92.1953,368965.59,537237.17,USD
FND-0056,USM72JEYN931,2024-12-31,11133.0,55.9243,622605.23,2864419.5,USD
FND-0056,US0AXYCELOS4,2024-12-31,5139.0,356.2557,1830798.04,1145041.84,USD
FND-0056,USQCEOUUYLA9,2024-12-31,4435.0,233.8812,1037263.12,1485267.0,USD
FND-0056,USP15AHDBVZ6,2024-12-31,6819.0,365.8837,2494960.95,1496497.42,USD
FND-0056,USVYLKFXHKC1,2024-12-31,636.0,480.2009,305407.77,78327.15,USD
FND-0056,US9RIVH6T1N9,2024-12-31,4383.0,65.8838,288768.7,1311303.24,USD
FND-0056,US50ATVZKHI3,2024-12-31,4461.0,122.3158,545650.78,1318869.05,USD
FND-0056,USRATATJ9A34,2024-12-31,4747.0,388.5842,1844609.2,2035959.77,USD
FND-0056,USIOGXPBWHV5,2024-12-31,6239.0,36.6951,228940.73,2180051.74,USD
