record_id,source_system,account_ref,security_ref,security_ref_type,security_master_id,position_date,quantity,price,market_value,cost_basis,unrealized_gl,asset_class,currency,etl_loaded_at
LOT-0009175,EMERALD,PORT-0073,FPA,TICKER,SEC-0001,2024-12-31,546.0,320.6412,175070.1,223363.96,-48293.86,Real Estate,USD,2025-01-02 08:00:00
LOT-0009176,EMERALD,PORT-0074,S13,TICKER,SEC-0200,2024-12-31,1280.0,384.9254,492704.51,186412.29,306292.22,Fixed Income,USD,2025-01-02 08:00:00
LOT-0009177,EMERALD,PORT-0074,S13,TICKER,SEC-0200,2024-12-31,1527.0,383.6676,585860.43,183620.22,402240.21,Fixed Income,USD,2025-01-02 08:00:00
LOT-0009178,EMERALD,PORT-0074,S5,TICKER,SEC-0124,2024-12-31,1061.0,483.8804,513397.1,139773.59,373623.51,Cash,USD,2025-01-02 08:00:00
LOT-0009179,EMERALD,PORT-0074,S5,TICKER,SEC-0124,2024-12-31,617.0,486.2041,299987.93,93018.61,206969.32,Cash,USD,2025-01-02 08:00:00
LOT-0009180,EMERALD,PORT-0074,S5,TICKER,SEC-0124,2024-12-31,3746.0,486.1108,1820971.06,350212.42,1470758.64,Cash,USD,2025-01-02 08:00:00
LOT-0009181,EMERALD,PORT-0074,RLP,TICKER,,2024-12-31,830.0,389.9122,323627.13,224272.81,99354.32,,USD,2025-01-02 08:00:00
LOT-0009182,EMERALD,PORT-0074,RLP,TICKER,,2024-12-31,74.0,390.058,28864.29,6669.24,22195.05,,USD,2025-01-02 08:00:00
LOT-0009183,EMERALD,PORT-0074,RLP,TICKER,,2024-12-31,2800.0,389.5424,1090718.72,836411.52,254307.2,,USD,2025-01-02 08:00:00
LOT-0009184,EMERALD,PORT-0074,GAMS,TICKER,SEC-0133,2024-12-31,185.0,285.8681,52885.6,36779.37,16106.23,Real Estate,USD,2025-01-02 08:00:00
LOT-0009185,EMERALD,PORT-0074,PABC,TICKER,SEC-0104,2024-12-31,155.0,24.9363,3865.13,47018.86,-43153.73,Alternatives,USD,2025-01-02 08:00:00
LOT-0009186,EMERALD,PORT-0074,PABC,TICKER,SEC-0104,2024-12-31,912.0,24.8982,22707.16,400834.67,-378127.51,Alternatives,USD,2025-01-02 08:00:00
LOT-0009187,EMERALD,PORT-0074,A2,TICKER,SEC-0047,2024-12-31,1532.0,293.8083,450114.32,115185.11,334929.21,Equity,USD,2025-01-02 08:00:00
LOT-0009188,EMERALD,PORT-0074,A2,TICKER,SEC-0047,2024-12-31,2139.0,292.4857,625626.91,993881.0,-368254.09,Equity,USD,2025-01-02 08:00:00
LOT-0009189,EMERALD,PORT-0074,A2,TICKER,SEC-0047,2024-12-31,2944.0,292.1467,860079.88,414446.31,445633.57,Equity,USD,2025-01-02 08:00:00
LOT-0009190,EMERALD,PORT-0074,MLI,TICKER,SEC-0105,2024-12-31,692.0,452.0274,312802.96,227882.8,84920.16,Cash,USD,2025-01-02 08:00:00
LOT-0009191,EMERALD,PORT-0074,A10,TICKER,SEC-0194,2024-12-31,2679.0,378.848,1014933.79,1280230.34,-265296.55,Commodities,USD,2025-01-02 08:00:00
LOT-0009192,EMERALD,PORT-0074,A10,TICKER,SEC-0194,2024-12-31,844.0,379.2192,320061.0,108318.37,211742.63,Commodities,USD,2025-01-02 08:00:00
LOT-0009193,EMERALD,PORT-0074,P10,TICKER,SEC-0188,2024-12-31,1760.0,60.3214,106165.66,34781.82,71383.84,Real Estate,USD,2025-01-02 08:00:00
LOT-0009194,EMERALD,PORT-0074,P10,TICKER,SEC-0188,2024-12-31,2612.0,60.3207,157557.67,599183.14,-441625.47,Real Estate,USD,2025-01-02 08:00:00
LOT-0009195,EMERALD,PORT-0074,P10,TICKER,SEC-0188,2024-12-31,1984.0,60.5424,120116.12,823120.93,-703004.81,Real Estate,USD,2025-01-02 08:00:00
LOT-0009196,EMERALD,PORT-0074,P10,TICKER,SEC-0188,2024-12-31,4055.0,60.2798,244434.59,1712037.22,-1467602.63,Real Estate,USD,2025-01-02 08:00:00
LOT-0009197,EMERALD,PORT-0074,SLP,TICKER,SEC-0113,2024-12-31,750.0,327.0301,245272.58,276273.97,-31001.39,Alternatives,USD,2025-01-02 08:00:00
LOT-0009198,EMERALD,PORT-0074,SLP,TICKER,SEC-0113,2024-12-31,338.0,326.879,110485.1,91926.23,18558.87,Alternatives,USD,2025-01-02 08:00:00
LOT-0009199,EMERALD,PORT-0074,MACS,TICKER,SEC-0189,2024-12-31,2209.0,396.6418,876181.74,745535.95,130645.79,Equity,USD,2025-01-02 08:00:00
LOT-0009200,EMERALD,PORT-0074,MACS,TICKER,SEC-0189,2024-12-31,2291.0,395.6238,906374.13,260843.41,645530.72,Equity,USD,2025-01-02 08:00:00
LOT-0009201,EMERALD,PORT-0074,MACS,TICKER,SEC-0189,2024-12-31,1339.0,397.2639,531936.36,599434.82,-67498.46,Equity,USD,2025-01-02 08:00:00
LOT-0009202,EMERALD,PORT-0074,JARS,TICKER,SEC-0136,2024-12-31,1767.0,155.9931,275639.81,128041.24,147598.57,Real Estate,USD,2025-01-02 08:00:00
LOT-0009203,EMERALD,PORT-0074,JARS,TICKER,SEC-0136,2024-12-31,1458.0,155.9,227302.2,557045.81,-329743.61,Real Estate,USD,2025-01-02 08:00:00
LOT-0009204,EMERALD,PORT-0074,C9,TICKER,SEC-0106,2024-12-31,331.0,135.3399,44797.51,52407.33,-7609.82,Real Estate,USD,2025-01-02 08:00:00
LOT-0009205,EMERALD,PORT-0074,C9,TICKER,SEC-0106,2024-12-31,2665.0,135.4368,360939.07,1010835.3,-649896.23,Real Estate,USD,2025-01-02 08:00:00
LOT-0009206,EMERALD,PORT-0074,SPA,TICKER,,2024-12-31,430.0,299.5437,128803.79,193547.3,-64743.51,,USD,2025-01-02 08:00:00
LOT-0009207,EMERALD,PORT-0074,SPA,TICKER,,2024-12-31,3290.0,298.5882,982355.18,1366678.5,-384323.32,,USD,2025-01-02 08:00:00
LOT-0009208,EMERALD,PORT-0074,SPA,TICKER,,2024-12-31,2783.0,299.9125,834656.49,901428.17,-66771.68,,USD,2025-01-02 08:00:00
LOT-0009209,EMERALD,PORT-0074,WIL,TICKER,SEC-0196,2024-12-31,2526.0,311.2253,786155.11,1051841.81,-265686.7,Cash,USD,2025-01-02 08:00:00
LOT-0009210,EMERALD,PORT-0074,WIL,TICKER,SEC-0196,2024-12-31,94.0,310.7857,29213.86,35390.35,-6176.49,Cash,USD,2025-01-02 08:00:00
LOT-0009211,EMERALD,PORT-0074,A3,TICKER,,2024-12-31,3401.0,39.4254,134085.79,175090.96,-41005.17,,USD,2025-01-02 08:00:00
LOT-0009212,EMERALD,PORT-0074,HARL,TICKER,SEC-0058,2024-12-31,929.0,396.5707,368414.18,216237.66,152176.52,Equity,USD,2025-01-02 08:00:00
LOT-0009213,EMERALD,PORT-0074,HARL,TICKER,SEC-0058,2024-12-31,2850.0,397.3652,1132490.82,1096400.7,36090.12,Equity,USD,2025-01-02 08:00:00
LOT-0009214,EMERALD,PORT-0074,HARL,TICKER,SEC-0058,2024-12-31,2225.0,396.148,881429.3,696501.76,184927.54,Equity,USD,2025-01-02 08:00:00
LOT-0009215,EMERALD,PORT-0074,P6,TICKER,SEC-0144,2024-12-31,4144.0,247.7008,1026472.12,801486.48,224985.64,Alternatives,USD,2025-01-02 08:00:00
LOT-0009216,EMERALD,PORT-0074,P6,TICKER,SEC-0144,2024-12-31,238.0,247.9709,59017.07,80501.0,-21483.93,Alternatives,USD,2025-01-02 08:00:00
LOT-0009217,EMERALD,PORT-0074,RASI,TICKER,SEC-0101,2024-12-31,256.0,109.4008,28006.6,91925.56,-63918.96,Alternatives,USD,2025-01-02 08:00:00
LOT-0009218,EMERALD,PORT-0074,RASI,TICKER,SEC-0101,2024-12-31,2271.0,109.682,249087.82,48397.28,200690.54,Alternatives,USD,2025-01-02 08:00:00
LOT-0009219,EMERALD,PORT-0074,RASI,TICKER,SEC-0101,2024-12-31,2652.0,109.8022,291195.43,837702.36,-546506.93,Alternatives,USD,2025-01-02 08:00:00
LOT-0009220,EMERALD,PORT-0074,RASI,TICKER,SEC-0101,2024-12-31,1867.0,109.349,204154.58,434307.7,-230153.12,Alternatives,USD,2025-01-02 08:00:00
LOT-0009221,EMERALD,PORT-0074,P3,TICKER,SEC-0054,2024-12-31,814.0,367.301,298983.01,323508.1,-24525.09,Fixed Income,USD,2025-01-02 08:00:00
LOT-0009222,EMERALD,PORT-0074,P3,TICKER,SEC-0054,2024-12-31,1073.0,366.6193,393382.51,209778.47,183604.04,Fixed Income,USD,2025-01-02 08:00:00
LOT-0009223,EMERALD,PORT-0074,A7,TICKER,SEC-0137,2024-12-31,2347.0,91.8188,215498.72,895709.78,-680211.06,Commodities,USD,2025-01-02 08:00:00
LOT-0009224,EMERALD,PORT-0074,A7,TICKER,SEC-0137,2024-12-31,398.0,92.1963,36694.13,135181.89,-98487.76,Commodities,USD,2025-01-02 08:00:00
LOT-0009225,EMERALD,PORT-0074,A7,TICKER,SEC-0137,2024-12-31,2102.0,91.765,192890.03,959346.7,-766456.67,Commodities,USD,2025-01-02 08:00:00
LOT-0009226,EMERALD,PORT-0074,OAPI,TICKER,SEC-0031,2024-12-31,246.0,246.3782,60609.04,115054.96,-54445.92,Alternatives,USD,2025-01-02 08:00:00
LOT-0009227,EMERALD,PORT-0074,OAPI,TICKER,SEC-0031,2024-12-31,2963.0,246.7518,731125.58,382341.96,348783.62,Alternatives,USD,2025-01-02 08:00:00
LOT-0009228,EMERALD,PORT-0074,C3,TICKER,SEC-0062,2024-12-31,1239.0,38.8007,48074.07,158032.22,-109958.15,Cash,USD,2025-01-02 08:00:00
LOT-0009229,EMERALD,PORT-0074,C3,TICKER,SEC-0062,2024-12-31,821.0,38.7533,31816.46,92356.51,-60540.05,Cash,USD,2025-01-02 08:00:00
LOT-0009230,EMERALD,PORT-0074,C3,TICKER,SEC-0062,2024-12-31,3765.0,38.7916,146050.37,299965.83,-153915.46,Cash,USD,2025-01-02 08:00:00
LOT-0009231,EMERALD,PORT-0074,GADC,TICKER,SEC-0003,2024-12-31,3456.0,372.7949,1288379.17,1235204.12,53175.05,Alternatives,USD,2025-01-02 08:00:00
LOT-0009232,EMERALD,PORT-0074,GADC,TICKER,SEC-0003,2024-12-31,3883.0,373.984,1452179.87,1927596.53,-475416.66,Alternatives,USD,2025-01-02 08:00:00
LOT-0009233,EMERALD,PORT-0074,GADC,TICKER,SEC-0003,2024-12-31,1725.0,373.904,644984.4,530316.41,114667.99,Alternatives,USD,2025-01-02 08:00:00
LOT-0009234,EMERALD,PORT-0074,C2,TICKER,SEC-0051,2024-12-31,3026.0,407.8053,1234018.84,355929.32,878089.52,Commodities,USD,2025-01-02 08:00:00
LOT-0009235,EMERALD,PORT-0074,C2,TICKER,SEC-0051,2024-12-31,2347.0,407.6973,956865.56,716204.89,240660.67,Commodities,USD,2025-01-02 08:00:00
LOT-0009236,EMERALD,PORT-0074,KASL,TICKER,,2024-12-31,1794.0,358.5307,643204.08,526346.68,116857.4,,USD,2025-01-02 08:00:00
LOT-0009237,EMERALD,PORT-0074,S12,TICKER,SEC-0193,2024-12-31,1603.0,473.8779,759626.27,445639.13,313987.14,Equity,USD,2025-01-02 08:00:00
LOT-0009238,EMERALD,PORT-0074,S12,TICKER,SEC-0193,2024-12-31,161.0,475.1359,76496.88,75785.53,711.35,Equity,USD,2025-01-02 08:00:00
LOT-0009239,EMERALD,PORT-0074,SABS,TICKER,,2024-12-31,3348.0,39.0079,130598.45,824697.77,-694099.32,,USD,2025-01-02 08:00:00
LOT-0009240,EMERALD,PORT-0074,SABS,TICKER,,2024-12-31,1336.0,39.079,52209.54,408761.89,-356552.35,,USD,2025-01-02 08:00:00
LOT-0009241,EMERALD,PORT-0074,L2,TICKER,SEC-0078,2024-12-31,1537.0,403.6574,620421.42,340846.2,279575.22,Commodities,USD,2025-01-02 08:00:00
LOT-0009242,EMERALD,PORT-0074,L2,TICKER,SEC-0078,2024-12-31,1868.0,403.1183,753024.98,720616.68,32408.3,Commodities,USD,2025-01-02 08:00:00
LOT-0009243,EMERALD,PORT-0074,L2,TICKER,SEC-0078,2024-12-31,3375.0,403.8018,1362831.07,1083943.69,278887.38,Commodities,USD,2025-01-02 08:00:00
LOT-0009244,EMERALD,PORT-0074,SABA,TICKER,SEC-0158,2024-12-31,2522.0,476.9158,1202781.65,386479.1,816302.55,Real Estate,USD,2025-01-02 08:00:00
LOT-0009245,EMERALD,PORT-0074,C17,TICKER,SEC-0197,2024-12-31,4293.0,109.3017,469232.2,1026891.61,-557659.41,Cash,USD,2025-01-02 08:00:00
LOT-0009246,EMERALD,PORT-0074,C17,TICKER,SEC-0197,2024-12-31,2227.0,109.2343,243264.79,130744.94,112519.85,Cash,USD,2025-01-02 08:00:00
LOT-0009247,EMERALD,PORT-0074,DASI,TICKER,SEC-0108,2024-12-31,1537.0,104.8066,161087.74,283997.18,-122909.44,Alternatives,USD,2025-01-02 08:00:00
LOT-0009248,EMERALD,PORT-0074,DASI,TICKER,SEC-0108,2024-12-31,3634.0,105.1347,382059.5,1068705.62,-686646.12,Alternatives,USD,2025-01-02 08:00:00
LOT-0009249,EMERALD,PORT-0074,DASI,TICKER,SEC-0108,2024-12-31,3694.0,104.9576,387713.37,915972.37,-528259.0,Alternatives,USD,2025-01-02 08:00:00
LOT-0009250,EMERALD,PORT-0074,DASI,TICKER,SEC-0108,2024-12-31,1953.0,104.6575,204396.1,63211.58,141184.52,Alternatives,USD,2025-01-02 08:00:00
LOT-0009251,EMERALD,PORT-0074,SAHI,TICKER,SEC-0172,2024-12-31,141.0,143.0695,20172.8,15791.58,4381.22,Cash,USD,2025-01-02 08:00:00
LOT-0009252,EMERALD,PORT-0074,SAHI,TICKER,SEC-0172,2024-12-31,1329.0,142.4547,189322.3,612138.99,-422816.69,Cash,USD,2025-01-02 08:00:00
LOT-0009253,EMERALD,PORT-0074,SAHI,TICKER,SEC-0172,2024-12-31,197.0,142.766,28124.9,61227.6,-33102.7,Cash,USD,2025-01-02 08:00:00
LOT-0009254,EMERALD,PORT-0074,SAHI,TICKER,SEC-0172,2024-12-31,2849.0,142.7125,406587.91,385031.24,21556.67,Cash,USD,2025-01-02 08:00:00
LOT-0009255,EMERALD,PORT-0074,GADP,TICKER,,2024-12-31,2530.0,409.1433,1035132.55,617461.43,417671.12,,USD,2025-01-02 08:00:00
LOT-0009256,EMERALD,PORT-0074,CGS,TICKER,SEC-0157,2024-12-31,54.0,234.7177,12674.76,20358.54,-7683.78,Equity,USD,2025-01-02 08:00:00
LOT-0009257,EMERALD,PORT-0074,CGS,TICKER,SEC-0157,2024-12-31,2836.0,234.7037,665619.69,1080720.76,-415101.07,Equity,USD,2025-01-02 08:00:00
LOT-0009258,EMERALD,PORT-0074,CGS,TICKER,SEC-0157,2024-12-31,2602.0,234.0934,609111.03,804298.5,-195187.47,Equity,USD,2025-01-02 08:00:00
LOT-0009259,EMERALD,PORT-0074,CGS,TICKER,SEC-0157,2024-12-31,3073.0,234.5585,720798.27,961875.74,-241077.47,Equity,USD,2025-01-02 08:00:00
LOT-0009260,EMERALD,PORT-0074,C4,TICKER,SEC-0065,2024-12-31,3200.0,333.6272,1067607.04,161445.12,906161.92,Equity,USD,2025-01-02 08:00:00
LOT-0009261,EMERALD,PORT-0074,C4,TICKER,SEC-0065,2024-12-31,770.0,333.9447,257137.42,257581.02,-443.6,Equity,USD,2025-01-02 08:00:00
LOT-0009262,EMERALD,PORT-0074,C4,TICKER,SEC-0065,2024-12-31,1958.0,332.9488,651913.75,488461.87,163451.88,Equity,USD,2025-01-02 08:00:00
LOT-0009263,EMERALD,PORT-0075,C1,TICKER,SEC-0035,2024-12-31,445.0,367.6499,163604.21,91195.01,72409.2,Commodities,USD,2025-01-02 08:00:00
LOT-0009264,EMERALD,PORT-0075,C1,TICKER,SEC-0035,2024-12-31,3696.0,368.4617,1361834.44,728749.93,633084.51,Commodities,USD,2025-01-02 08:00:00
LOT-0009265,EMERALD,PORT-0075,C1,TICKER,SEC-0035,2024-12-31,1760.0,367.1564,646195.26,117363.49,528831.77,Commodities,USD,2025-01-02 08:00:00
LOT-0009266,EMERALD,PORT-0075,CAJA,TICKER,,2024-12-31,3476.0,138.9033,482827.87,438253.04,44574.83,,USD,2025-01-02 08:00:00
LOT-0009267,EMERALD,PORT-0075,CAJA,TICKER,,2024-12-31,1044.0,138.6734,144775.03,94602.06,50172.97,,USD,2025-01-02 08:00:00
LOT-0009268,EMERALD,PORT-0075,CAJA,TICKER,,2024-12-31,715.0,138.8162,99253.58,28158.06,71095.52,,USD,2025-01-02 08:00:00
LOT-0009269,EMERALD,PORT-0075,CAJA,TICKER,,2024-12-31,2179.0,138.3597,301485.79,727229.05,-425743.26,,USD,2025-01-02 08:00:00
LOT-0009270,EMERALD,PORT-0075,P9,TICKER,SEC-0182,2024-12-31,181.0,389.4585,70491.99,49087.42,21404.57,Cash,USD,2025-01-02 08:00:00
LOT-0009271,EMERALD,PORT-0075,P9,TICKER,SEC-0182,2024-12-31,3271.0,387.8744,1268737.16,763742.85,504994.31,Cash,USD,2025-01-02 08:00:00
LOT-0009272,EMERALD,PORT-0075,P9,TICKER,SEC-0182,2024-12-31,3116.0,390.1127,1215591.17,741065.19,474525.98,Cash,USD,2025-01-02 08:00:00
LOT-0009273,EMERALD,PORT-0075,GADP,TICKER,,2024-12-31,1177.0,408.3083,480578.87,447977.26,32601.61,,USD,2025-01-02 08:00:00
LOT-0009274,EMERALD,PORT-0075,GADP,TICKER,,2024-12-31,979.0,409.5965,400994.97,396223.33,4771.64,,USD,2025-01-02 08:00:00
LOT-0009275,EMERALD,PORT-0075,HABC,TICKER,,2024-12-31,2803.0,224.1801,628376.82,1028232.34,-399855.52,,USD,2025-01-02 08:00:00
LOT-0009276,EMERALD,PORT-0075,HABC,TICKER,,2024-12-31,4612.0,224.6962,1036298.87,1782186.1,-745887.23,,USD,2025-01-02 08:00:00
LOT-0009277,EMERALD,PORT-0075,HABC,TICKER,,2024-12-31,3619.0,224.4075,812130.74,1761301.07,-949170.33,,USD,2025-01-02 08:00:00
LOT-0009278,EMERALD,PORT-0075,HABC,TICKER,,2024-12-31,2562.0,224.0499,574015.84,802534.97,-228519.13,,USD,2025-01-02 08:00:00
LOT-0009279,EMERALD,PORT-0075,I3,TICKER,SEC-0064,2024-12-31,2813.0,61.1776,172092.59,772358.94,-600266.35,Real Estate,USD,2025-01-02 08:00:00
LOT-0009280,EMERALD,PORT-0075,I3,TICKER,SEC-0064,2024-12-31,1763.0,61.3608,108179.09,683598.49,-575419.4,Real Estate,USD,2025-01-02 08:00:00
LOT-0009281,EMERALD,PORT-0075,I3,TICKER,SEC-0064,2024-12-31,846.0,61.0875,51680.03,97174.44,-45494.41,Real Estate,USD,2025-01-02 08:00:00
LOT-0009282,EMERALD,PORT-0075,DIS,TICKER,SEC-0028,2024-12-31,1420.0,210.1628,298431.18,439938.86,-141507.68,Cash,USD,2025-01-02 08:00:00
LOT-0009283,EMERALD,PORT-0075,HARA,TICKER,,2024-12-31,3503.0,37.306,130682.92,299219.95,-168537.03,,USD,2025-01-02 08:00:00
LOT-0009284,EMERALD,PORT-0075,HARA,TICKER,,2024-12-31,1632.0,37.2889,60855.48,225749.17,-164893.69,,USD,2025-01-02 08:00:00
LOT-0009285,EMERALD,PORT-0075,HASI,TICKER,SEC-0050,2024-12-31,3619.0,332.5205,1203391.69,1128663.32,74728.37,Real Estate,USD,2025-01-02 08:00:00
LOT-0009286,EMERALD,PORT-0075,HASI,TICKER,SEC-0050,2024-12-31,646.0,332.0937,214532.53,306691.21,-92158.68,Real Estate,USD,2025-01-02 08:00:00
LOT-0009287,EMERALD,PORT-0075,HASI,TICKER,SEC-0050,2024-12-31,2444.0,333.0467,813966.13,149102.33,664863.8,Real Estate,USD,2025-01-02 08:00:00
LOT-0009288,EMERALD,PORT-0075,GADC,TICKER,SEC-0003,2024-12-31,1053.0,373.2302,393011.4,445331.39,-52319.99,Alternatives,USD,2025-01-02 08:00:00
LOT-0009289,EMERALD,PORT-0075,GADC,TICKER,SEC-0003,2024-12-31,666.0,371.9893,247744.87,268223.97,-20479.1,Alternatives,USD,2025-01-02 08:00:00
LOT-0009290,EMERALD,PORT-0075,GADC,TICKER,SEC-0003,2024-12-31,3351.0,372.7143,1248965.62,1158531.18,90434.44,Alternatives,USD,2025-01-02 08:00:00
LOT-0009291,EMERALD,PORT-0075,C13,TICKER,SEC-0167,2024-12-31,2371.0,110.2381,261374.54,933123.88,-671749.34,Alternatives,USD,2025-01-02 08:00:00
LOT-0009292,EMERALD,PORT-0075,C13,TICKER,SEC-0167,2024-12-31,2505.0,110.0488,275672.24,1023814.29,-748142.05,Alternatives,USD,2025-01-02 08:00:00
LOT-0009293,EMERALD,PORT-0075,SAJP,TICKER,SEC-0002,2024-12-31,284.0,63.4069,18007.56,125376.34,-107368.78,Commodities,USD,2025-01-02 08:00:00
LOT-0009294,EMERALD,PORT-0075,SAJP,TICKER,SEC-0002,2024-12-31,1347.0,63.3177,85288.94,344882.65,-259593.71,Commodities,USD,2025-01-02 08:00:00
LOT-0009295,EMERALD,PORT-0075,SAJP,TICKER,SEC-0002,2024-12-31,4128.0,63.141,260646.05,162799.24,97846.81,Commodities,USD,2025-01-02 08:00:00
LOT-0009296,EMERALD,PORT-0075,JAWA,TICKER,SEC-0020,2024-12-31,1350.0,361.2007,487620.94,320717.47,166903.47,Fixed Income,USD,2025-01-02 08:00:00
LOT-0009297,EMERALD,PORT-0075,JAWA,TICKER,SEC-0020,2024-12-31,2686.0,361.3483,970581.53,612834.54,357746.99,Fixed Income,USD,2025-01-02 08:00:00
LOT-0009298,EMERALD,PORT-0075,RGS,TICKER,SEC-0099,2024-12-31,3997.0,368.7813,1474018.86,1929078.11,-455059.25,Real Estate,USD,2025-01-02 08:00:00
LOT-0009299,EMERALD,PORT-0075,RGS,TICKER,SEC-0099,2024-12-31,4661.0,368.6271,1718170.91,2102798.03,-384627.12,Real Estate,USD,2025-01-02 08:00:00
LOT-0009300,EMERALD,PORT-0075,RGS,TICKER,SEC-0099,2024-12-31,600.0,368.4075,221044.5,31062.78,189981.72,Real Estate,USD,2025-01-02 08:00:00
LOT-0009301,EMERALD,PORT-0075,RGS,TICKER,SEC-0099,2024-12-31,1241.0,369.2589,458250.29,515983.48,-57733.19,Real Estate,USD,2025-01-02 08:00:00
LOT-0009302,EMERALD,PORT-0075,S,TICKER,SEC-0021,2024-12-31,3594.0,284.6531,1023043.24,1382850.8,-359807.56,Cash,USD,2025-01-02 08:00:00
LOT-0009303,EMERALD,PORT-0075,S,TICKER,SEC-0021,2024-12-31,1437.0,284.2717,408498.43,468377.79,-59879.36,Cash,USD,2025-01-02 08:00:00
LOT-0009304,EMERALD,PORT-0075,S,TICKER,SEC-0021,2024-12-31,1438.0,284.1514,408609.71,230794.54,177815.17,Cash,USD,2025-01-02 08:00:00
LOT-0009305,EMERALD,PORT-0075,S9,TICKER,,2024-12-31,1721.0,66.0444,113662.41,377911.64,-264249.23,,USD,2025-01-02 08:00:00
LOT-0009306,EMERALD,PORT-0075,S9,TICKER,,2024-12-31,592.0,65.987,39064.3,90571.2,-51506.9,,USD,2025-01-02 08:00:00
LOT-0009307,EMERALD,PORT-0075,OLC,TICKER,SEC-0135,2024-12-31,1552.0,311.5887,483585.66,353369.29,130216.37,Alternatives,USD,2025-01-02 08:00:00
LOT-0009308,EMERALD,PORT-0075,OLC,TICKER,SEC-0135,2024-12-31,1858.0,312.2402,580142.29,601320.89,-21178.6,Alternatives,USD,2025-01-02 08:00:00
LOT-0009309,EMERALD,PORT-0075,OLC,TICKER,SEC-0135,2024-12-31,2861.0,310.8929,889464.59,338568.45,550896.14,Alternatives,USD,2025-01-02 08:00:00
LOT-0009310,EMERALD,PORT-0075,OLC,TICKER,SEC-0135,2024-12-31,1218.0,312.4201,380527.68,386080.79,-5553.11,Alternatives,USD,2025-01-02 08:00:00
LOT-0009311,EMERALD,PORT-0075,NAFC,TICKER,,2024-12-31,1918.0,73.0865,140179.91,636253.73,-496073.82,,USD,2025-01-02 08:00:00
LOT-0009312,EMERALD,PORT-0075,NAFC,TICKER,,2024-12-31,148.0,72.9038,10789.76,50529.14,-39739.38,,USD,2025-01-02 08:00:00
LOT-0009313,EMERALD,PORT-0075,NAFC,TICKER,,2024-12-31,290.0,73.217,21232.93,94765.04,-73532.11,,USD,2025-01-02 08:00:00
LOT-0009314,EMERALD,PORT-0075,SIP,TICKER,SEC-0046,2024-12-31,1817.0,469.8297,853680.56,739976.52,113704.04,Real Estate,USD,2025-01-02 08:00:00
LOT-0009315,EMERALD,PORT-0075,SIP,TICKER,SEC-0046,2024-12-31,4092.0,470.093,1923620.56,1286044.81,637575.75,Real Estate,USD,2025-01-02 08:00:00
LOT-0009316,EMERALD,PORT-0075,SIP,TICKER,SEC-0046,2024-12-31,418.0,470.4425,196644.96,155219.33,41425.63,Real Estate,USD,2025-01-02 08:00:00
LOT-0009317,EMERALD,PORT-0075,SIP,TICKER,SEC-0046,2024-12-31,1676.0,470.8113,789079.74,417249.25,371830.49,Real Estate,USD,2025-01-02 08:00:00
LOT-0009318,EMERALD,PORT-0075,WALP,TICKER,,2024-12-31,3882.0,469.367,1822082.69,726263.97,1095818.72,,USD,2025-01-02 08:00:00
LOT-0009319,EMERALD,PORT-0075,WALP,TICKER,,2024-12-31,3211.0,471.1058,1512720.72,574252.35,938468.37,,USD,2025-01-02 08:00:00
LOT-0009320,EMERALD,PORT-0075,S3,TICKER,SEC-0085,2024-12-31,1662.0,255.1255,424018.58,671667.88,-247649.3,Equity,USD,2025-01-02 08:00:00
LOT-0009321,EMERALD,PORT-0075,S3,TICKER,SEC-0085,2024-12-31,3205.0,255.1558,817774.34,229463.26,588311.08,Equity,USD,2025-01-02 08:00:00
LOT-0009322,EMERALD,PORT-0075,HIS,TICKER,SEC-0041,2024-12-31,874.0,208.0573,181842.08,16152.57,165689.51,Commodities,USD,2025-01-02 08:00:00
LOT-0009323,EMERALD,PORT-0075,I9,TICKER,SEC-0146,2024-12-31,3135.0,164.8781,516892.84,165132.36,351760.48,Real Estate,USD,2025-01-02 08:00:00
LOT-0009324,EMERALD,PORT-0075,CAAP,TICKER,SEC-0012,2024-12-31,223.0,289.3594,64527.15,101510.09,-36982.94,Real Estate,USD,2025-01-02 08:00:00
LOT-0009325,EMERALD,PORT-0075,WLL,TICKER,SEC-0016,2024-12-31,3863.0,349.7007,1350893.8,148388.26,1202505.54,Commodities,USD,2025-01-02 08:00:00
LOT-0009326,EMERALD,PORT-0075,WLL,TICKER,SEC-0016,2024-12-31,980.0,349.5244,342533.91,136120.73,206413.18,Commodities,USD,2025-01-02 08:00:00
LOT-0009327,EMERALD,PORT-0075,WLL,TICKER,SEC-0016,2024-12-31,1280.0,350.939,449201.92,268328.96,180872.96,Commodities,USD,2025-01-02 08:00:00
LOT-0009328,EMERALD,PORT-0075,S6,TICKER,SEC-0127,2024-12-31,2796.0,199.4736,557728.19,634786.23,-77058.04,Alternatives,USD,2025-01-02 08:00:00
LOT-0009329,EMERALD,PORT-0075,S6,TICKER,SEC-0127,2024-12-31,770.0,199.2011,153384.85,114994.5,38390.35,Alternatives,USD,2025-01-02 08:00:00
LOT-0009330,EMERALD,PORT-0075,L1,TICKER,,2024-12-31,1513.0,303.3863,459023.47,84889.89,374133.58,,USD,2025-01-02 08:00:00
LOT-0009331,EMERALD,PORT-0075,RLP,TICKER,,2024-12-31,141.0,389.4596,54913.8,21462.02,33451.78,,USD,2025-01-02 08:00:00
