lotId,portfolioId,securityTicker,positionDate,quantity,unitPrice,marketValue,lotCostBasis,unrealizedPnL,ccy
LOT-0005182,PORT-0041,PACI,2024-12-31,1541.0,451.4336,695659.18,601345.35,94313.83,USD
LOT-0005183,PORT-0041,PACI,2024-12-31,2304.0,450.9958,1039094.32,927314.15,111780.17,USD
LOT-0005184,PORT-0041,S7,2024-12-31,2524.0,455.2655,1149090.12,82305.87,1066784.25,USD
LOT-0005185,PORT-0041,S7,2024-12-31,3048.0,454.6682,1385828.67,571675.56,814153.11,USD
LOT-0005186,PORT-0041,SLL,2024-12-31,2365.0,22.7725,53856.96,753305.71,-699448.75,USD
LOT-0005187,PORT-0041,CAAP,2024-12-31,465.0,288.7941,134289.26,44715.61,89573.65,USD
LOT-0005188,PORT-0041,CAAP,2024-12-31,1664.0,288.4117,479917.07,743969.91,-264052.84,USD
LOT-0005189,PORT-0041,CAAP,2024-12-31,1381.0,289.3617,399608.51,297029.9,102578.61,USD
LOT-0005190,PORT-0041,CAAP,2024-12-31,1875.0,288.6329,541186.69,217009.5,324177.19,USD
LOT-0005191,PORT-0041,JAWA,2024-12-31,1388.0,361.9482,502384.1,321852.77,180531.33,USD
LOT-0005192,PORT-0041,JAWA,2024-12-31,3517.0,361.0897,1269952.47,1167160.41,102792.06,USD
LOT-0005193,PORT-0041,GAJL,2024-12-31,2834.0,57.1142,161861.64,931602.68,-769741.04,USD
LOT-0005194,PORT-0041,GAJL,2024-12-31,2934.0,56.9852,167194.58,164562.78,2631.8,USD
LOT-0005195,PORT-0041,JASS,2024-12-31,2161.0,148.836,321634.6,785963.48,-464328.88,USD
LOT-0005196,PORT-0041,JASS,2024-12-31,621.0,148.6949,92339.53,283832.83,-191493.3,USD
LOT-0005197,PORT-0041,SABS,2024-12-31,527.0,39.0094,20557.95,235497.54,-214939.59,USD
LOT-0005198,PORT-0041,SABS,2024-12-31,1531.0,39.1,59862.1,216702.64,-156840.54,USD
LOT-0005199,PORT-0041,HABA,2024-12-31,855.0,163.1412,139485.73,365917.09,-226431.36,USD
LOT-0005200,PORT-0041,HABA,2024-12-31,1329.0,162.8369,216410.24,115752.58,100657.66,USD
LOT-0005201,PORT-0041,HABA,2024-12-31,2301.0,162.7265,374433.68,437763.64,-63329.96,USD
LOT-0005202,PORT-0041,HABA,2024-12-31,2445.0,163.1863,398990.5,445010.29,-46019.79,USD
LOT-0005203,PORT-0041,HLP,2024-12-31,1739.0,474.3942,824971.51,72884.27,752087.24,USD
LOT-0005204,PORT-0041,HLP,2024-12-31,1612.0,473.4243,763159.97,500070.45,263089.52,USD
LOT-0005205,PORT-0041,P1,2024-12-31,2546.0,166.791,424649.89,464036.51,-39386.62,USD
LOT-0005206,PORT-0041,MACS,2024-12-31,2365.0,397.5816,940280.48,394388.11,545892.37,USD
LOT-0005207,PORT-0041,MACS,2024-12-31,455.0,396.2152,180277.92,76961.48,103316.44,USD
LOT-0005208,PORT-0041,MACS,2024-12-31,2869.0,395.8841,1135791.48,743643.94,392147.54,USD
LOT-0005209,PORT-0041,C17,2024-12-31,2209.0,109.0308,240849.04,744487.56,-503638.52,USD
LOT-0005210,PORT-0041,C17,2024-12-31,1599.0,109.2095,174625.99,172405.3,2220.69,USD
LOT-0005211,PORT-0041,C17,2024-12-31,1768.0,109.0798,192853.09,666856.01,-474002.92,USD
LOT-0005212,PORT-0041,I2,2024-12-31,1559.0,303.231,472737.13,307580.1,165157.03,USD
LOT-0005213,PORT-0041,I2,2024-12-31,3060.0,304.2286,930939.52,930162.58,776.94,USD
LOT-0005214,PORT-0041,MACL,2024-12-31,1553.0,144.31,224113.43,191856.53,32256.9,USD
LOT-0005215,PORT-0041,MACL,2024-12-31,2438.0,143.7948,350571.72,1021606.11,-671034.39,USD
LOT-0005216,PORT-0041,BGA,2024-12-31,3554.0,429.218,1525440.77,1491008.2,34432.57,USD
LOT-0005217,PORT-0041,BGA,2024-12-31,3070.0,427.6422,1312861.55,221470.11,1091391.44,USD
LOT-0005218,PORT-0041,BGA,2024-12-31,1284.0,427.4949,548903.45,14224.54,534678.91,USD
LOT-0005219,PORT-0041,MAPS,2024-12-31,1268.0,268.2412,340129.84,129376.7,210753.14,USD
LOT-0005220,PORT-0041,L5,2024-12-31,766.0,288.5657,221041.33,94015.32,127026.01,USD
LOT-0005221,PORT-0041,L5,2024-12-31,3657.0,288.2292,1054054.18,220292.19,833761.99,USD
LOT-0005222,PORT-0041,WLL,2024-12-31,699.0,349.3678,244208.09,316115.48,-71907.39,USD
LOT-0005223,PORT-0041,WLL,2024-12-31,1207.0,349.6175,421988.32,471046.96,-49058.64,USD
LOT-0005224,PORT-0041,WLL,2024-12-31,1975.0,351.2239,693667.2,260806.26,432860.94,USD
LOT-0005225,PORT-0041,WLL,2024-12-31,1892.0,350.534,663210.33,894745.91,-231535.58,USD
LOT-0005226,PORT-0042,NASS,2024-12-31,2255.0,136.1198,306950.15,584592.51,-277642.36,USD
LOT-0005227,PORT-0042,NASS,2024-12-31,2167.0,135.9969,294705.28,806969.56,-512264.28,USD
LOT-0005228,PORT-0042,NASS,2024-12-31,1613.0,136.0711,219482.68,424233.52,-204750.84,USD
LOT-0005229,PORT-0042,SAHS,2024-12-31,2576.0,132.4804,341269.51,46462.02,294807.49,USD
LOT-0005230,PORT-0042,GLS,2024-12-31,195.0,315.5037,61523.22,83658.32,-22135.1,USD
LOT-0005231,PORT-0042,GLS,2024-12-31,325.0,315.8164,102640.33,72241.91,30398.42,USD
LOT-0005232,PORT-0042,RPL,2024-12-31,3433.0,156.3122,536619.78,78599.56,458020.22,USD
LOT-0005233,PORT-0042,WABP,2024-12-31,4599.0,74.7028,343558.18,1840049.32,-1496491.14,USD
LOT-0005234,PORT-0042,P6,2024-12-31,1859.0,248.7546,462434.8,773979.59,-311544.79,USD
LOT-0005235,PORT-0042,P6,2024-12-31,410.0,247.8194,101605.95,135211.19,-33605.24,USD
LOT-0005236,PORT-0042,S9,2024-12-31,2397.0,65.9833,158161.97,1132353.83,-974191.86,USD
LOT-0005237,PORT-0042,S9,2024-12-31,2463.0,66.1146,162840.26,377677.16,-214836.9,USD
LOT-0005238,PORT-0042,S9,2024-12-31,3449.0,65.9342,227407.06,379945.29,-152538.23,USD
LOT-0005239,PORT-0042,AASA,2024-12-31,1606.0,266.749,428398.89,468931.12,-40532.23,USD
LOT-0005240,PORT-0042,C12,2024-12-31,3749.0,242.5873,909459.79,633058.01,276401.78,USD
LOT-0005241,PORT-0042,C12,2024-12-31,3389.0,241.8504,819631.01,713014.42,106616.59,USD
LOT-0005242,PORT-0042,C12,2024-12-31,922.0,242.575,223654.15,228095.06,-4440.91,USD
LOT-0005243,PORT-0042,C12,2024-12-31,822.0,241.5138,198524.34,310059.3,-111534.96,USD
LOT-0005244,PORT-0042,MAMS,2024-12-31,2830.0,36.3491,102867.95,1003161.14,-900293.19,USD
LOT-0005245,PORT-0042,MAMS,2024-12-31,813.0,36.3583,29559.3,185684.57,-156125.27,USD
LOT-0005246,PORT-0042,MAKS,2024-12-31,4125.0,366.8564,1513282.65,709148.55,804134.1,USD
LOT-0005247,PORT-0042,MAKS,2024-12-31,4367.0,366.8007,1601818.66,1196861.51,404957.15,USD
LOT-0005248,PORT-0042,HPA,2024-12-31,1568.0,199.1585,312280.53,687609.87,-375329.34,USD
LOT-0005249,PORT-0042,HPA,2024-12-31,2391.0,199.1535,476176.02,761056.97,-284880.95,USD
LOT-0005250,PORT-0042,SLI,2024-12-31,1135.0,26.3698,29929.72,171255.38,-141325.66,USD
LOT-0005251,PORT-0042,SLI,2024-12-31,245.0,26.4396,6477.7,69592.49,-63114.79,USD
LOT-0005252,PORT-0042,SLI,2024-12-31,1017.0,26.5138,26964.53,265389.2,-238424.67,USD
LOT-0005253,PORT-0042,RAGI,2024-12-31,1777.0,204.7184,363784.6,683118.43,-319333.83,USD
LOT-0005254,PORT-0042,RAGI,2024-12-31,3896.0,205.7327,801534.6,675555.1,125979.5,USD
LOT-0005255,PORT-0042,RAGI,2024-12-31,1479.0,205.2193,303519.34,15901.62,287617.72,USD
LOT-0005256,PORT-0042,RAGI,2024-12-31,4323.0,205.5248,888483.71,824603.6,63880.11,USD
LOT-0005257,PORT-0042,GADC,2024-12-31,2346.0,372.7411,874450.62,551865.06,322585.56,USD
LOT-0005258,PORT-0042,GADC,2024-12-31,1414.0,373.7763,528519.69,631847.88,-103328.19,USD
LOT-0005259,PORT-0042,GADC,2024-12-31,2287.0,373.8263,854940.75,1082262.6,-227321.85,USD
LOT-0005260,PORT-0042,I3,2024-12-31,1848.0,61.2887,113261.52,557385.26,-444123.74,USD
LOT-0005261,PORT-0042,I3,2024-12-31,2232.0,61.2735,136762.45,839526.85,-702764.4,USD
LOT-0005262,PORT-0042,I9,2024-12-31,2882.0,165.0652,475717.91,130411.36,345306.55,USD
LOT-0005263,PORT-0042,I9,2024-12-31,1599.0,164.8503,263595.63,360534.21,-96938.58,USD
LOT-0005264,PORT-0042,I9,2024-12-31,314.0,165.3079,51906.68,117424.85,-65518.17,USD
LOT-0005265,PORT-0042,TACL,2024-12-31,1353.0,450.7804,609905.88,199122.09,410783.79,USD
LOT-0005266,PORT-0042,TACL,2024-12-31,1207.0,451.0826,544456.7,114422.51,430034.19,USD
LOT-0005267,PORT-0042,TACL,2024-12-31,1496.0,451.1419,674908.28,706364.08,-31455.8,USD
LOT-0005268,PORT-0042,TACL,2024-12-31,3511.0,452.7952,1589763.95,911545.83,678218.12,USD
LOT-0005269,PORT-0042,L9,2024-12-31,2256.0,83.2812,187882.39,562440.2,-374557.81,USD
LOT-0005270,PORT-0042,I6,2024-12-31,933.0,330.1521,308031.91,133961.35,174070.56,USD
LOT-0005271,PORT-0042,I6,2024-12-31,2045.0,329.6079,674048.16,861481.4,-187433.24,USD
LOT-0005272,PORT-0042,I6,2024-12-31,1668.0,330.7646,551715.35,710128.32,-158412.97,USD
LOT-0005273,PORT-0042,I6,2024-12-31,4277.0,329.6309,1409831.36,1883193.04,-473361.68,USD
LOT-0005274,PORT-0042,P4,2024-12-31,1426.0,261.889,373453.71,181975.85,191477.86,USD
LOT-0005275,PORT-0042,P4,2024-12-31,805.0,261.4644,210478.84,119045.33,91433.51,USD
LOT-0005276,PORT-0042,SAML,2024-12-31,1163.0,275.2912,320163.67,213758.0,106405.67,USD
LOT-0005277,PORT-0042,SAML,2024-12-31,415.0,274.9022,114084.41,64757.97,49326.44,USD
LOT-0005278,PORT-0042,SAML,2024-12-31,2070.0,275.9706,571259.14,231367.21,339891.93,USD
LOT-0005279,PORT-0042,SAML,2024-12-31,222.0,275.6617,61196.9,8549.78,52647.12,USD
LOT-0005280,PORT-0042,P3,2024-12-31,3340.0,368.1246,1229536.16,1426319.61,-196783.45,USD
LOT-0005281,PORT-0042,P3,2024-12-31,2103.0,367.3153,772464.08,431598.06,340866.02,USD
LOT-0005282,PORT-0042,S2,2024-12-31,4427.0,481.3709,2131028.97,573922.48,1557106.49,USD
LOT-0005283,PORT-0042,S2,2024-12-31,1269.0,480.7245,610039.39,421359.14,188680.25,USD
LOT-0005284,PORT-0042,MAJS,2024-12-31,2451.0,147.2404,360886.22,1121960.45,-761074.23,USD
LOT-0005285,PORT-0042,SLL,2024-12-31,4042.0,22.8465,92345.55,1394222.42,-1301876.87,USD
LOT-0005286,PORT-0042,A5,2024-12-31,707.0,408.9322,289115.07,338942.3,-49827.23,USD
LOT-0005287,PORT-0042,A5,2024-12-31,385.0,409.3345,157593.78,142859.1,14734.68,USD
LOT-0005288,PORT-0042,A5,2024-12-31,4122.0,408.7488,1684862.55,662635.41,1022227.14,USD
LOT-0005289,PORT-0042,A5,2024-12-31,410.0,408.7925,167604.93,88762.34,78842.59,USD
LOT-0005290,PORT-0042,PABC,2024-12-31,886.0,24.9811,22133.25,182126.25,-159993.0,USD
LOT-0005291,PORT-0042,S3,2024-12-31,3339.0,254.182,848713.7,199949.67,648764.03,USD
LOT-0005292,PORT-0042,S3,2024-12-31,2527.0,255.2695,645066.03,1216028.28,-570962.25,USD
LOT-0005293,PORT-0042,CAAP,2024-12-31,1193.0,289.4542,345318.86,286902.3,58416.56,USD
LOT-0005294,PORT-0042,CAAP,2024-12-31,1562.0,288.101,450013.76,600458.1,-150444.34,USD
LOT-0005295,PORT-0042,FANA,2024-12-31,1870.0,275.1245,514482.82,275872.5,238610.32,USD
LOT-0005296,PORT-0042,FANA,2024-12-31,3949.0,274.8222,1085272.87,1338297.14,-253024.27,USD
LOT-0005297,PORT-0042,FANA,2024-12-31,1813.0,275.4385,499370.0,804726.7,-305356.7,USD
LOT-0005298,PORT-0042,EASL,2024-12-31,2091.0,414.2053,866103.28,372440.14,493663.14,USD
LOT-0005299,PORT-0042,EASL,2024-12-31,371.0,412.616,153080.54,120401.71,32678.83,USD
LOT-0005300,PORT-0042,L,2024-12-31,1068.0,341.9402,365192.13,132441.08,232751.05,USD
LOT-0005301,PORT-0042,L,2024-12-31,2416.0,341.615,825341.84,858023.31,-32681.47,USD
LOT-0005302,PORT-0042,L,2024-12-31,1083.0,340.5098,368772.11,20036.58,348735.53,USD
LOT-0005303,PORT-0042,JASS,2024-12-31,226.0,148.6504,33594.99,103545.65,-69950.66,USD
LOT-0005304,PORT-0042,JASS,2024-12-31,369.0,148.5109,54800.52,42795.85,12004.67,USD
LOT-0005305,PORT-0042,JASS,2024-12-31,1501.0,148.8258,223387.53,241781.38,-18393.85,USD
LOT-0005306,PORT-0042,S12,2024-12-31,2636.0,475.2151,1252667.0,739039.5,513627.5,USD
LOT-0005307,PORT-0042,S12,2024-12-31,1112.0,473.7228,526779.75,414685.15,112094.6,USD
LOT-0005308,PORT-0042,S12,2024-12-31,2083.0,473.9779,987295.97,903448.34,83847.63,USD
LOT-0005309,PORT-0042,S12,2024-12-31,753.0,473.9514,356885.4,231017.92,125867.48,USD
LOT-0005310,PORT-0042,MAGP,2024-12-31,908.0,20.4485,18567.24,416770.82,-398203.58,USD
LOT-0005311,PORT-0042,MAGP,2024-12-31,1001.0,20.4368,20457.24,120694.17,-100236.93,USD
LOT-0005312,PORT-0042,MAGP,2024-12-31,2671.0,20.4225,54548.5,919250.56,-864702.06,USD
LOT-0005313,PORT-0042,MAGP,2024-12-31,3207.0,20.4856,65697.32,1486697.53,-1421000.21,USD
LOT-0005314,PORT-0042,SAJP,2024-12-31,4653.0,63.1146,293672.23,511158.11,-217485.88,USD
LOT-0005315,PORT-0042,I,2024-12-31,1566.0,61.8085,96792.11,124126.8,-27334.69,USD
LOT-0005316,PORT-0042,I,2024-12-31,1466.0,61.7593,90539.13,569538.95,-478999.82,USD
LOT-0005317,PORT-0042,I,2024-12-31,4160.0,62.0326,258055.62,1979845.92,-1721790.3,USD
LOT-0005318,PORT-0042,I,2024-12-31,2605.0,61.9697,161431.07,840036.43,-678605.36,USD
LOT-0005319,PORT-0042,OACS,2024-12-31,3971.0,103.2723,410094.3,677672.99,-267578.69,USD
LOT-0005320,PORT-0042,OACS,2024-12-31,2269.0,103.0254,233764.63,921972.98,-688208.35,USD
LOT-0005321,PORT-0042,OACS,2024-12-31,276.0,103.3514,28524.99,110093.64,-81568.65,USD
LOT-0005322,PORT-0042,A9,2024-12-31,2493.0,233.7913,582841.71,465924.0,116917.71,USD
LOT-0005323,PORT-0042,A9,2024-12-31,2073.0,234.0387,485162.23,133076.23,352086.0,USD
LOT-0005324,PORT-0042,A9,2024-12-31,1026.0,233.3547,239421.92,118415.58,121006.34,USD
LOT-0005325,PORT-0042,A9,2024-12-31,2647.0,233.1493,617146.2,312256.53,304889.67,USD
LOT-0005326,PORT-0042,A9,2024-12-31,1880.0,232.963,437970.44,523370.38,-85399.94,USD
LOT-0005327,PORT-0042,VLC,2024-12-31,2560.0,351.1854,899034.62,1270908.67,-371874.05,USD
LOT-0005328,PORT-0042,VLC,2024-12-31,578.0,350.7484,202732.58,251090.6,-48358.02,USD
LOT-0005329,PORT-0042,MPI,2024-12-31,486.0,271.3537,131877.9,222693.32,-90815.42,USD
LOT-0005330,PORT-0042,C1,2024-12-31,2328.0,366.8672,854066.84,678319.37,175747.47,USD
LOT-0005331,PORT-0043,A9,2024-12-31,1940.0,233.6149,453212.91,817343.34,-364130.43,USD
LOT-0005332,PORT-0043,A9,2024-12-31,2487.0,232.9446,579333.22,421578.33,157754.89,USD
LOT-0005333,PORT-0043,MACS,2024-12-31,769.0,397.0805,305354.9,230389.32,74965.58,USD
LOT-0005334,PORT-0043,BAMA,2024-12-31,812.0,439.6925,357030.31,368137.58,-11107.27,USD
LOT-0005335,PORT-0043,BAMA,2024-12-31,406.0,438.9628,178218.9,65092.03,113126.87,USD
LOT-0005336,PORT-0043,HLP,2024-12-31,4018.0,473.0535,1900728.96,1953280.39,-52551.43,USD
LOT-0005337,PORT-0043,HLP,2024-12-31,1586.0,473.9854,751740.84,311589.21,440151.63,USD
LOT-0005338,PORT-0043,RLA,2024-12-31,3681.0,57.9203,213204.62,1638826.48,-1425621.86,USD
LOT-0005339,PORT-0043,RLA,2024-12-31,1902.0,57.8441,110019.48,142427.85,-32408.37,USD
LOT-0005340,PORT-0043,GAFA,2024-12-31,1445.0,119.2758,172353.53,309992.38,-137638.85,USD
LOT-0005341,PORT-0043,GAFA,2024-12-31,2760.0,119.3289,329347.76,140821.27,188526.49,USD
LOT-0005342,PORT-0043,WIS,2024-12-31,2270.0,394.9113,896448.65,469965.14,426483.51,USD
LOT-0005343,PORT-0043,CASL,2024-12-31,666.0,428.1105,285121.59,16605.84,268515.75,USD
LOT-0005344,PORT-0043,A5,2024-12-31,3117.0,408.9259,1274622.03,1252470.45,22151.58,USD
LOT-0005345,PORT-0043,HASI,2024-12-31,3083.0,333.0888,1026912.77,1030967.22,-4054.45,USD
LOT-0005346,PORT-0043,HASI,2024-12-31,416.0,332.8201,138453.16,75849.53,62603.63,USD
LOT-0005347,PORT-0043,HASI,2024-12-31,2054.0,332.8793,683734.08,479349.99,204384.09,USD
LOT-0005348,PORT-0043,HASI,2024-12-31,2387.0,332.8791,794582.41,78405.79,716176.62,USD
LOT-0005349,PORT-0043,L1,2024-12-31,1317.0,303.8261,400138.97,185686.99,214451.98,USD
LOT-0005350,PORT-0043,L1,2024-12-31,759.0,302.8632,229873.17,102088.08,127785.09,USD
LOT-0005351,PORT-0043,L1,2024-12-31,1174.0,303.0787,355814.39,95007.71,260806.68,USD
LOT-0005352,PORT-0043,WALP,2024-12-31,4693.0,469.972,2205578.6,808507.69,1397070.91,USD
LOT-0005353,PORT-0043,WALP,2024-12-31,2044.0,469.4119,959477.92,663961.72,295516.2,USD
LOT-0005354,PORT-0043,WALP,2024-12-31,1857.0,471.4354,875455.54,880933.5,-5477.96,USD
LOT-0005355,PORT-0043,C,2024-12-31,216.0,426.7635,92180.92,32645.74,59535.18,USD
LOT-0005356,PORT-0043,C,2024-12-31,145.0,424.5649,61561.91,14376.04,47185.87,USD
LOT-0005357,PORT-0043,C,2024-12-31,1769.0,425.3542,752451.58,278110.86,474340.72,USD
LOT-0005358,PORT-0043,C,2024-12-31,4818.0,426.2025,2053443.65,990476.25,1062967.4,USD
LOT-0005359,PORT-0043,SAHS1,2024-12-31,3164.0,167.0293,528480.71,1381421.7,-852940.99,USD
LOT-0005360,PORT-0043,SAHS1,2024-12-31,2194.0,166.7016,365743.31,564909.15,-199165.84,USD
LOT-0005361,PORT-0043,SAHS1,2024-12-31,388.0,166.4688,64589.89,42709.68,21880.21,USD
LOT-0005362,PORT-0043,SAHS1,2024-12-31,1256.0,166.6741,209342.67,530143.53,-320800.86,USD
LOT-0005363,PORT-0043,BGA,2024-12-31,2602.0,428.9288,1116072.74,738560.53,377512.21,USD
LOT-0005364,PORT-0043,BGA,2024-12-31,1401.0,428.5257,600364.51,513778.36,86586.15,USD
LOT-0005365,PORT-0043,BGA,2024-12-31,763.0,428.703,327100.39,240715.67,86384.72,USD
LOT-0005366,PORT-0043,C8,2024-12-31,4281.0,11.5673,49519.61,311265.94,-261746.33,USD
LOT-0005367,PORT-0043,C8,2024-12-31,4464.0,11.5571,51590.89,1979842.92,-1928252.03,USD
LOT-0005368,PORT-0043,P10,2024-12-31,1896.0,60.3333,114391.94,198756.73,-84364.79,USD
LOT-0005369,PORT-0043,P10,2024-12-31,1278.0,60.2566,77007.93,532985.94,-455978.01,USD
LOT-0005370,PORT-0043,C2,2024-12-31,585.0,408.8113,239154.61,182254.06,56900.55,USD
LOT-0005371,PORT-0043,C2,2024-12-31,2282.0,408.4784,932147.71,158402.98,773744.73,USD
LOT-0005372,PORT-0043,C2,2024-12-31,3276.0,407.7342,1335737.24,974816.72,360920.52,USD
LOT-0005373,PORT-0043,I3,2024-12-31,3735.0,61.3358,229089.21,1062452.5,-833363.29,USD
LOT-0005374,PORT-0043,I3,2024-12-31,2011.0,61.1249,122922.17,92455.12,30467.05,USD
LOT-0005375,PORT-0043,P2,2024-12-31,895.0,216.0475,193362.51,428656.94,-235294.43,USD
LOT-0005376,PORT-0043,C7,2024-12-31,1014.0,47.2542,47915.76,129072.67,-81156.91,USD
LOT-0005377,PORT-0043,C7,2024-12-31,609.0,47.0999,28683.84,128091.76,-99407.92,USD
LOT-0005378,PORT-0043,C7,2024-12-31,980.0,47.2179,46273.54,168929.26,-122655.72,USD
LOT-0005379,PORT-0043,TIA,2024-12-31,1974.0,121.7658,240365.69,267211.1,-26845.41,USD
LOT-0005380,PORT-0043,TIA,2024-12-31,2662.0,121.9414,324608.01,844191.81,-519583.8,USD
LOT-0005381,PORT-0043,HAPI,2024-12-31,1997.0,480.1816,958922.66,344576.36,614346.3,USD
LOT-0005382,PORT-0043,HAPI,2024-12-31,2785.0,479.6081,1335708.56,529440.75,806267.81,USD
LOT-0005383,PORT-0043,HAPI,2024-12-31,3387.0,480.458,1627311.25,341849.57,1285461.68,USD
LOT-0005384,PORT-0043,L3,2024-12-31,392.0,495.9896,194427.92,149927.02,44500.9,USD
LOT-0005385,PORT-0043,L3,2024-12-31,289.0,495.5122,143203.03,55783.68,87419.35,USD
LOT-0005386,PORT-0043,L3,2024-12-31,1767.0,496.4366,877203.47,314518.05,562685.42,USD
LOT-0005387,PORT-0043,SAJL,2024-12-31,3723.0,197.6751,735944.4,807811.33,-71866.93,USD
LOT-0005388,PORT-0043,SAJL,2024-12-31,3037.0,197.7735,600638.12,57858.8,542779.32,USD
LOT-0005389,PORT-0043,SAJL,2024-12-31,1554.0,198.436,308369.54,435610.13,-127240.59,USD
LOT-0005390,PORT-0043,SAJL,2024-12-31,3077.0,198.4108,610510.03,897009.19,-286499.16,USD
LOT-0005391,PORT-0043,GGA,2024-12-31,3104.0,137.6069,427131.82,336245.15,90886.67,USD
LOT-0005392,PORT-0043,GGA,2024-12-31,2859.0,138.0434,394666.08,986362.72,-591696.64,USD
LOT-0005393,PORT-0043,GGA,2024-12-31,2627.0,137.7527,361876.34,1215368.94,-853492.6,USD
LOT-0005394,PORT-0043,WIL,2024-12-31,2625.0,311.2879,817130.74,937606.43,-120475.69,USD
LOT-0005395,PORT-0043,WIL,2024-12-31,3170.0,310.0046,982714.58,131685.92,851028.66,USD
LOT-0005396,PORT-0043,WIL,2024-12-31,2843.0,310.178,881836.05,981156.54,-99320.49,USD
LOT-0005397,PORT-0043,S2,2024-12-31,547.0,480.8754,263038.84,206007.86,57030.98,USD
LOT-0005398,PORT-0043,HARL,2024-12-31,1103.0,395.4344,436164.14,240405.91,195758.23,USD
LOT-0005399,PORT-0043,HARL,2024-12-31,1467.0,395.6033,580350.04,270280.67,310069.37,USD
LOT-0005400,PORT-0043,HARL,2024-12-31,902.0,397.1639,358241.84,292473.32,65768.52,USD
LOT-0005401,PORT-0043,I,2024-12-31,3484.0,61.9846,215954.35,440431.95,-224477.6,USD
LOT-0005402,PORT-0043,BGC,2024-12-31,965.0,29.1087,28089.9,277152.83,-249062.93,USD
LOT-0005403,PORT-0043,BGC,2024-12-31,2926.0,29.1761,85369.27,292617.26,-207247.99,USD
LOT-0005404,PORT-0043,BGC,2024-12-31,452.0,29.2121,13203.87,189926.15,-176722.28,USD
LOT-0005405,PORT-0043,WLL,2024-12-31,831.0,349.7533,290644.99,78571.47,212073.52,USD
LOT-0005406,PORT-0043,JAWC,2024-12-31,2418.0,399.7008,966476.53,923842.84,42633.69,USD
LOT-0005407,PORT-0043,JAWC,2024-12-31,636.0,400.0077,254404.9,212920.78,41484.12,USD
LOT-0005408,PORT-0043,JAHA,2024-12-31,1894.0,337.1967,638650.55,730105.18,-91454.63,USD
LOT-0005409,PORT-0043,GADC,2024-12-31,4320.0,371.9962,1607023.58,1746090.0,-139066.42,USD
LOT-0005410,PORT-0043,GADC,2024-12-31,1050.0,371.9823,390581.42,14670.92,375910.5,USD
LOT-0005411,PORT-0043,HAWL,2024-12-31,1026.0,157.6156,161713.61,177996.12,-16282.51,USD
LOT-0005412,PORT-0043,HAWL,2024-12-31,1878.0,157.7432,296241.73,749950.57,-453708.84,USD
LOT-0005413,PORT-0043,SLP,2024-12-31,3084.0,326.9939,1008449.19,765219.04,243230.15,USD
LOT-0005414,PORT-0043,SLP,2024-12-31,110.0,326.3578,35899.36,23567.07,12332.29,USD
LOT-0005415,PORT-0043,A7,2024-12-31,1568.0,91.9352,144154.39,699892.79,-555738.4,USD
LOT-0005416,PORT-0043,A7,2024-12-31,1763.0,92.0964,162365.95,730059.71,-567693.76,USD
LOT-0005417,PORT-0043,A7,2024-12-31,2784.0,92.0038,256138.58,213410.86,42727.72,USD
LOT-0005418,PORT-0043,RAGS,2024-12-31,2778.0,361.8297,1005162.91,1287151.85,-281988.94,USD
LOT-0005419,PORT-0043,RAGS,2024-12-31,1751.0,361.59,633144.09,71534.65,561609.44,USD
LOT-0005420,PORT-0043,RAGS,2024-12-31,1307.0,362.3654,473611.58,538870.48,-65258.9,USD
LOT-0005421,PORT-0043,I2,2024-12-31,2175.0,304.2072,661650.66,556022.66,105628.0,USD
LOT-0005422,PORT-0043,BAGP,2024-12-31,4679.0,207.6498,971593.41,2063180.25,-1091586.84,USD
LOT-0005423,PORT-0043,SABA,2024-12-31,726.0,478.8969,347679.15,305523.38,42155.77,USD
LOT-0005424,PORT-0043,SABA,2024-12-31,2179.0,479.4938,1044816.99,740975.49,303841.5,USD
LOT-0005425,PORT-0043,MLI,2024-12-31,3175.0,452.4484,1436523.67,247625.55,1188898.12,USD
LOT-0005426,PORT-0043,S11,2024-12-31,1845.0,287.4311,530310.38,353654.03,176656.35,USD
LOT-0005427,PORT-0043,S11,2024-12-31,87.0,287.5004,25012.53,32773.8,-7761.27,USD
LOT-0005428,PORT-0043,JASS,2024-12-31,3819.0,148.6319,567625.23,1595485.78,-1027860.55,USD
LOT-0005429,PORT-0043,JASS,2024-12-31,3800.0,148.9268,565921.84,1278657.44,-712735.6,USD
LOT-0005430,PORT-0043,JASS,2024-12-31,309.0,148.1101,45766.02,95018.55,-49252.53,USD
LOT-0005431,PORT-0043,L2,2024-12-31,1403.0,404.0311,566855.63,487004.17,79851.46,USD
LOT-0005432,PORT-0043,L2,2024-12-31,1472.0,402.2481,592109.2,577861.13,14248.07,USD
LOT-0005433,PORT-0043,A10,2024-12-31,1848.0,380.0813,702390.24,849433.02,-147042.78,USD
LOT-0005434,PORT-0043,A10,2024-12-31,1156.0,380.0428,439329.48,392753.66,46575.82,USD
LOT-0005435,PORT-0043,A10,2024-12-31,1751.0,380.4331,666138.36,586326.2,79812.16,USD
LOT-0005436,PORT-0043,MASA,2024-12-31,143.0,174.398,24938.91,42235.19,-17296.28,USD
LOT-0005437,PORT-0043,MASA,2024-12-31,2558.0,174.76,447036.08,405356.8,41679.28,USD
LOT-0005438,PORT-0043,I7,2024-12-31,2563.0,395.6897,1014152.7,289672.82,724479.88,USD
