lot_id,account_id,security_id,acquisition_date,acquisition_price,original_quantity,remaining_quantity,cost_basis,source_system
LOT-0007779,ACC-0062,SEC-0171,2024-05-25,51.2027,3135.0,2512.0,128621.18,DW
LOT-0007780,ACC-0062,SEC-0128,2023-01-28,143.444,2498.0,2088.0,299511.07,DW
LOT-0007781,ACC-0062,SEC-0128,2021-04-02,230.2687,2370.0,1511.0,347936.01,DW
LOT-0007782,ACC-0062,SEC-0128,2021-08-14,476.8545,295.0,292.0,139241.51,DW
LOT-0007783,ACC-0062,SEC-0174,2022-05-07,271.6646,3055.0,2084.0,566149.03,DW
LOT-0007784,ACC-0062,SEC-0174,2020-06-24,200.786,4315.0,3398.0,682270.83,DW
LOT-0007785,ACC-0062,SEC-0147,2022-10-05,56.1052,4654.0,3871.0,217183.23,DW
LOT-0007786,ACC-0062,SEC-0147,2020-08-01,346.712,204.0,150.0,52006.8,DW
LOT-0007787,ACC-0062,SEC-0147,2022-09-01,275.303,4260.0,3367.0,926945.2,DW
LOT-0007788,ACC-0062,SEC-0021,2024-08-19,264.2555,3755.0,2428.0,641612.35,DW
LOT-0007789,ACC-0062,SEC-0021,2024-04-21,355.8232,2535.0,2388.0,849705.8,DW
LOT-0007790,ACC-0062,SEC-0162,2023-09-19,25.5315,4292.0,4103.0,104755.74,DW
LOT-0007791,ACC-0062,SEC-0024,2020-05-28,60.9965,3455.0,2868.0,174937.96,DW
LOT-0007792,ACC-0062,SEC-0024,2022-01-30,233.5946,2324.0,1241.0,289890.9,DW
LOT-0007793,ACC-0062,SEC-0024,2020-11-20,217.9282,4624.0,3672.0,800232.35,DW
LOT-0007794,ACC-0062,SEC-0111,2023-11-27,123.4836,1312.0,1157.0,142870.53,DW
LOT-0007795,ACC-0062,SEC-0111,2024-04-02,25.7043,2736.0,1822.0,46833.23,DW
LOT-0007796,ACC-0062,SEC-0062,2021-10-20,459.4275,2156.0,2084.0,957446.91,DW
LOT-0007797,ACC-0062,SEC-0062,2024-04-19,471.0357,1987.0,1797.0,846451.15,DW
LOT-0007798,ACC-0062,SEC-0062,2021-01-10,88.3084,4176.0,3243.0,286384.14,DW
LOT-0007799,ACC-0062,SEC-0066,2020-03-17,67.6575,4263.0,3747.0,253512.65,DW
LOT-0007800,ACC-0062,SEC-0066,2021-06-03,324.2557,2717.0,1857.0,602142.83,DW
LOT-0007801,ACC-0062,SEC-0066,2021-04-13,90.6564,2930.0,2452.0,222289.49,DW
LOT-0007802,ACC-0062,SEC-0066,2024-07-23,316.0151,2081.0,1705.0,538805.75,DW
LOT-0007803,ACC-0062,SEC-0057,2023-04-13,58.9611,3509.0,2943.0,173522.52,DW
LOT-0007804,ACC-0062,SEC-0057,2021-10-11,391.4095,4391.0,2620.0,1025492.89,DW
LOT-0007805,ACC-0062,SEC-0057,2020-12-02,121.1858,3560.0,2275.0,275697.7,DW
LOT-0007806,ACC-0062,SEC-0057,2022-05-13,450.6086,1096.0,838.0,377610.01,DW
LOT-0007807,ACC-0062,SEC-0009,2022-02-24,20.6813,4126.0,2961.0,61237.33,DW
LOT-0007808,ACC-0062,SEC-0009,2021-06-06,418.9585,1351.0,1155.0,483897.07,DW
LOT-0007809,ACC-0062,SEC-0059,2020-03-02,56.7843,3774.0,1891.0,107379.11,DW
LOT-0007810,ACC-0062,SEC-0059,2024-08-02,375.7096,1431.0,1277.0,479781.16,DW
LOT-0007811,ACC-0062,SEC-0059,2022-11-06,211.0458,830.0,736.0,155329.71,DW
LOT-0007812,ACC-0062,SEC-0025,2022-07-20,163.0508,3900.0,2817.0,459314.1,DW
LOT-0007813,ACC-0062,SEC-0025,2021-07-07,248.271,2963.0,2258.0,560595.92,DW
LOT-0007814,ACC-0062,SEC-0025,2024-01-06,96.4678,2853.0,2370.0,228628.69,DW
LOT-0007815,ACC-0063,SEC-0085,2020-08-12,321.2377,2430.0,2343.0,752659.93,DW
LOT-0007816,ACC-0063,SEC-0085,2020-12-28,19.8101,400.0,385.0,7626.89,DW
LOT-0007817,ACC-0063,SEC-0085,2022-12-15,194.7401,3987.0,2087.0,406422.59,DW
LOT-0007818,ACC-0063,SEC-0192,2024-03-29,108.4793,588.0,495.0,53697.25,DW
LOT-0007819,ACC-0063,SEC-0192,2020-03-03,252.1594,1825.0,1351.0,340667.35,DW
LOT-0007820,ACC-0063,SEC-0192,2024-11-30,224.5311,4954.0,4660.0,1046314.93,DW
LOT-0007821,ACC-0063,SEC-0079,2021-01-21,239.6694,2251.0,1365.0,327148.73,DW
LOT-0007822,ACC-0063,SEC-0040,2023-02-03,14.5426,4379.0,3856.0,56076.27,DW
LOT-0007823,ACC-0063,SEC-0040,2023-12-02,499.7946,2347.0,1842.0,920621.65,DW
LOT-0007824,ACC-0063,SEC-0117,2023-04-09,113.223,2784.0,1532.0,173457.64,DW
LOT-0007825,ACC-0063,SEC-0117,2020-11-19,209.5291,2048.0,1979.0,414658.09,DW
LOT-0007826,ACC-0063,SEC-0053,2023-12-24,425.6112,2248.0,1286.0,547336.0,DW
LOT-0007827,ACC-0063,SEC-0053,2022-12-20,162.8853,4759.0,3322.0,541104.97,DW
LOT-0007828,ACC-0063,SEC-0191,2024-07-18,166.098,1614.0,1147.0,190514.41,DW
LOT-0007829,ACC-0063,SEC-0191,2022-03-19,71.7942,2151.0,1964.0,141003.81,DW
LOT-0007830,ACC-0063,SEC-0191,2022-10-07,405.3805,4945.0,3739.0,1515717.69,DW
LOT-0007831,ACC-0063,SEC-0069,2021-04-03,31.9536,1100.0,891.0,28470.66,DW
LOT-0007832,ACC-0063,SEC-0069,2022-09-23,349.9153,627.0,536.0,187554.6,DW
LOT-0007833,ACC-0063,SEC-0067,2020-05-11,100.5438,4560.0,2822.0,283734.6,DW
LOT-0007834,ACC-0063,SEC-0067,2024-10-02,353.7701,4367.0,3213.0,1136663.33,DW
LOT-0007835,ACC-0063,SEC-0151,2024-05-24,433.9174,858.0,760.0,329777.22,DW
LOT-0007836,ACC-0063,SEC-0151,2024-08-10,409.6133,3590.0,2484.0,1017479.44,DW
LOT-0007837,ACC-0063,SEC-0183,2023-04-25,331.4322,1689.0,1466.0,485879.61,DW
LOT-0007838,ACC-0063,SEC-0125,2023-12-01,146.0809,3173.0,2621.0,382878.04,DW
LOT-0007839,ACC-0063,SEC-0125,2021-01-15,432.5932,4891.0,3124.0,1351421.16,DW
LOT-0007840,ACC-0063,SEC-0125,2023-01-16,119.5952,917.0,902.0,107874.87,DW
LOT-0007841,ACC-0063,SEC-0125,2020-09-27,222.8246,459.0,356.0,79325.56,DW
LOT-0007842,ACC-0063,SEC-0148,2024-07-16,127.4826,4838.0,2496.0,318196.57,DW
LOT-0007843,ACC-0063,SEC-0148,2023-01-20,232.0112,1015.0,621.0,144078.96,DW
LOT-0007844,ACC-0063,SEC-0148,2020-07-27,405.1631,4301.0,3779.0,1531111.35,DW
LOT-0007845,ACC-0063,SEC-0148,2021-04-03,284.4446,1553.0,1034.0,294115.72,DW
LOT-0007846,ACC-0063,SEC-0154,2022-10-31,75.3577,640.0,358.0,26978.06,DW
LOT-0007847,ACC-0063,SEC-0154,2022-06-13,15.4559,3702.0,3083.0,47650.54,DW
LOT-0007848,ACC-0063,SEC-0154,2022-02-16,14.1154,4824.0,2789.0,39367.85,DW
LOT-0007849,ACC-0063,SEC-0039,2022-09-07,270.4853,4458.0,2824.0,763850.49,DW
LOT-0007850,ACC-0063,SEC-0039,2024-05-26,72.0866,1036.0,999.0,72014.51,DW
LOT-0007851,ACC-0063,SEC-0039,2021-08-18,295.4441,4269.0,3626.0,1071280.31,DW
LOT-0007852,ACC-0063,SEC-0096,2021-08-13,222.6693,949.0,918.0,204410.42,DW
LOT-0007853,ACC-0063,SEC-0096,2021-10-09,204.6016,837.0,586.0,119896.54,DW
LOT-0007854,ACC-0063,SEC-0030,2022-10-09,327.597,1740.0,1171.0,383616.09,DW
LOT-0007855,ACC-0063,SEC-0030,2022-11-13,52.8223,4022.0,3924.0,207274.71,DW
LOT-0007856,ACC-0063,SEC-0165,2020-01-11,380.0919,3504.0,2388.0,907659.46,DW
LOT-0007857,ACC-0063,SEC-0165,2020-01-24,296.6648,2426.0,1845.0,547346.56,DW
LOT-0007858,ACC-0063,SEC-0165,2021-08-15,173.942,428.0,424.0,73751.41,DW
LOT-0007859,ACC-0063,SEC-0153,2020-08-17,435.4679,4055.0,2705.0,1177940.67,DW
LOT-0007860,ACC-0063,SEC-0153,2021-04-18,19.748,424.0,423.0,8353.4,DW
LOT-0007861,ACC-0063,SEC-0123,2022-07-19,346.9817,649.0,629.0,218251.49,DW
LOT-0007862,ACC-0063,SEC-0123,2022-08-01,384.0142,2044.0,1720.0,660504.42,DW
LOT-0007863,ACC-0063,SEC-0123,2024-06-27,166.7234,4699.0,4240.0,706907.22,DW
LOT-0007864,ACC-0063,SEC-0177,2024-01-27,408.0798,725.0,607.0,247704.44,DW
LOT-0007865,ACC-0063,SEC-0177,2023-06-15,452.4443,3892.0,2022.0,914842.37,DW
LOT-0007866,ACC-0063,SEC-0050,2021-02-15,259.9284,4903.0,2457.0,638644.08,DW
LOT-0007867,ACC-0063,SEC-0050,2023-05-29,268.7325,630.0,499.0,134097.52,DW
LOT-0007868,ACC-0063,SEC-0050,2022-06-09,45.4278,2836.0,1804.0,81951.75,DW
LOT-0007869,ACC-0063,SEC-0106,2021-03-24,133.0244,2292.0,2052.0,272966.07,DW
LOT-0007870,ACC-0063,SEC-0106,2023-03-24,281.3636,3845.0,3585.0,1008688.51,DW
LOT-0007871,ACC-0063,SEC-0106,2020-11-03,411.1827,4420.0,3999.0,1644319.62,DW
LOT-0007872,ACC-0063,SEC-0105,2022-09-01,262.5099,2489.0,2397.0,629236.23,DW
LOT-0007873,ACC-0063,SEC-0162,2021-12-30,427.3219,1686.0,1300.0,555518.47,DW
LOT-0007874,ACC-0063,SEC-0162,2021-08-06,307.9324,158.0,146.0,44958.13,DW
LOT-0007875,ACC-0063,SEC-0162,2022-01-26,30.4822,692.0,352.0,10729.73,DW
LOT-0007876,ACC-0063,SEC-0083,2023-09-15,148.4836,4213.0,2823.0,419169.2,DW
LOT-0007877,ACC-0063,SEC-0083,2024-09-24,280.9044,3731.0,3162.0,888219.71,DW
LOT-0007878,ACC-0063,SEC-0083,2024-08-25,176.1605,4907.0,4196.0,739169.46,DW
LOT-0007879,ACC-0063,SEC-0083,2023-01-03,479.0261,2639.0,2406.0,1152536.8,DW
LOT-0007880,ACC-0063,SEC-0071,2021-08-11,28.6379,1003.0,554.0,15865.4,DW
LOT-0007881,ACC-0063,SEC-0115,2023-08-06,499.8285,576.0,490.0,244915.96,DW
LOT-0007882,ACC-0063,SEC-0115,2021-09-24,158.6957,208.0,118.0,18726.09,DW
LOT-0007883,ACC-0063,SEC-0115,2021-05-08,46.7923,4572.0,4298.0,201113.31,DW
LOT-0007884,ACC-0063,SEC-0094,2020-04-08,216.7925,1366.0,1028.0,222862.69,DW
LOT-0007885,ACC-0063,SEC-0094,2024-01-31,355.7698,3648.0,2456.0,873770.63,DW
LOT-0007886,ACC-0063,SEC-0094,2021-12-25,433.3355,2043.0,1184.0,513069.23,DW
LOT-0007887,ACC-0063,SEC-0094,2022-05-10,410.9407,1411.0,1065.0,437651.85,DW
LOT-0007888,ACC-0063,SEC-0094,2021-10-12,393.8764,1391.0,1322.0,520704.6,DW
LOT-0007889,ACC-0063,SEC-0131,2020-11-09,167.3055,467.0,274.0,45841.71,DW
LOT-0007890,ACC-0063,SEC-0119,2024-12-01,129.8988,487.0,449.0,58324.56,DW
LOT-0007891,ACC-0063,SEC-0119,2020-09-28,222.0404,2145.0,1809.0,401671.08,DW
LOT-0007892,ACC-0063,SEC-0119,2022-02-21,360.5626,4371.0,3844.0,1386002.63,DW
LOT-0007893,ACC-0063,SEC-0119,2022-09-23,183.6672,4268.0,4095.0,752117.18,DW
LOT-0007894,ACC-0063,SEC-0144,2021-05-18,57.31,211.0,209.0,11977.79,DW
LOT-0007895,ACC-0063,SEC-0144,2021-06-03,179.2282,381.0,235.0,42118.63,DW
LOT-0007896,ACC-0063,SEC-0144,2022-02-09,289.2067,3794.0,2448.0,707978.0,DW
LOT-0007897,ACC-0063,SEC-0063,2024-09-12,268.898,806.0,695.0,186884.11,DW
LOT-0007898,ACC-0063,SEC-0063,2021-10-04,439.9788,1031.0,973.0,428099.37,DW
LOT-0007899,ACC-0063,SEC-0063,2020-08-10,72.2683,1208.0,889.0,64246.52,DW
LOT-0007900,ACC-0063,SEC-0124,2024-02-03,496.6766,4477.0,4430.0,2200277.34,DW
LOT-0007901,ACC-0063,SEC-0124,2021-10-27,459.555,1989.0,1088.0,499995.84,DW
LOT-0007902,ACC-0063,SEC-0124,2023-11-16,212.4782,4474.0,3735.0,793606.08,DW
LOT-0007903,ACC-0063,SEC-0018,2020-07-20,187.889,1331.0,1028.0,193149.89,DW
LOT-0007904,ACC-0063,SEC-0016,2024-04-03,256.9528,165.0,109.0,28007.86,DW
LOT-0007905,ACC-0063,SEC-0016,2022-02-03,108.038,1302.0,1227.0,132562.63,DW
LOT-0007906,ACC-0063,SEC-0175,2023-05-26,320.4097,4635.0,4265.0,1366547.37,DW
LOT-0007907,ACC-0063,SEC-0175,2021-02-17,323.1426,2623.0,1774.0,573254.97,DW
LOT-0007908,ACC-0063,SEC-0175,2021-11-10,464.6592,712.0,417.0,193762.89,DW
LOT-0007909,ACC-0063,SEC-0049,2022-06-28,309.8372,1927.0,1554.0,481487.01,DW
LOT-0007910,ACC-0063,SEC-0049,2023-12-03,191.5234,4585.0,3243.0,621110.39,DW
LOT-0007911,ACC-0063,SEC-0049,2024-02-15,476.4175,2234.0,1299.0,618866.33,DW
LOT-0007912,ACC-0063,SEC-0194,2024-06-15,405.0382,2403.0,1479.0,599051.5,DW
LOT-0007913,ACC-0063,SEC-0194,2023-06-30,70.1553,1109.0,965.0,67699.86,DW
LOT-0007914,ACC-0063,SEC-0194,2020-12-21,378.7709,1787.0,1197.0,453388.77,DW
LOT-0007915,ACC-0063,SEC-0037,2022-04-13,419.1636,4124.0,3668.0,1537492.08,DW
LOT-0007916,ACC-0063,SEC-0037,2024-09-25,88.8896,4813.0,4640.0,412447.74,DW
LOT-0007917,ACC-0063,SEC-0037,2020-02-25,423.7574,4481.0,2280.0,966166.87,DW
LOT-0007918,ACC-0063,SEC-0037,2020-02-03,232.6316,495.0,488.0,113524.22,DW
LOT-0007919,ACC-0063,SEC-0091,2022-11-19,435.098,187.0,164.0,71356.07,DW
LOT-0007920,ACC-0063,SEC-0152,2021-03-20,381.6162,1503.0,1093.0,417106.51,DW
LOT-0007921,ACC-0063,SEC-0152,2020-07-24,188.7296,1146.0,628.0,118522.19,DW
LOT-0007922,ACC-0063,SEC-0152,2020-03-19,324.8438,3513.0,2848.0,925155.14,DW
LOT-0007923,ACC-0063,SEC-0015,2023-08-01,370.6184,706.0,540.0,200133.94,DW
LOT-0007924,ACC-0063,SEC-0015,2020-03-21,334.8601,2192.0,1610.0,539124.76,DW
LOT-0007925,ACC-0063,SEC-0015,2021-09-15,322.2028,4453.0,3166.0,1020094.06,DW
LOT-0007926,ACC-0063,SEC-0111,2022-03-11,480.254,1359.0,1007.0,483615.78,DW
LOT-0007927,ACC-0063,SEC-0111,2021-05-12,76.5143,354.0,341.0,26091.38,DW
LOT-0007928,ACC-0063,SEC-0111,2024-06-22,334.3151,401.0,201.0,67197.34,DW
LOT-0007929,ACC-0063,SEC-0127,2020-10-05,239.4548,2833.0,1975.0,472923.23,DW
LOT-0007930,ACC-0063,SEC-0127,2020-06-23,51.6171,2777.0,2039.0,105247.27,DW
LOT-0007931,ACC-0063,SEC-0127,2022-04-02,395.0656,3789.0,3115.0,1230629.34,DW
LOT-0007932,ACC-0063,SEC-0118,2023-11-12,434.5761,3760.0,2411.0,1047762.98,DW
LOT-0007933,ACC-0063,SEC-0118,2024-03-04,169.0062,2998.0,2910.0,491808.04,DW
LOT-0007934,ACC-0063,SEC-0118,2024-03-11,75.6269,728.0,686.0,51880.05,DW
LOT-0007935,ACC-0063,SEC-0031,2023-11-26,233.4341,1336.0,966.0,225497.34,DW
LOT-0007936,ACC-0063,SEC-0143,2023-01-07,33.4717,4976.0,4126.0,138104.23,DW
LOT-0007937,ACC-0063,SEC-0143,2021-12-30,267.5147,1787.0,977.0,261361.86,DW
LOT-0007938,ACC-0063,SEC-0143,2023-05-04,267.9025,2217.0,1147.0,307284.17,DW
LOT-0007939,ACC-0063,SEC-0164,2023-08-18,295.3935,2042.0,1803.0,532594.48,DW
LOT-0007940,ACC-0063,SEC-0164,2022-03-06,275.5898,2577.0,1672.0,460786.15,DW
LOT-0007941,ACC-0064,SEC-0005,2021-04-21,231.6054,3356.0,1793.0,415268.48,DW
LOT-0007942,ACC-0064,SEC-0195,2020-08-25,289.0583,3958.0,2405.0,695185.21,DW
LOT-0007943,ACC-0064,SEC-0195,2022-08-06,375.6832,484.0,296.0,111202.23,DW
LOT-0007944,ACC-0064,SEC-0195,2021-09-13,169.5284,3621.0,3223.0,546390.03,DW
LOT-0007945,ACC-0064,SEC-0195,2023-01-30,489.2896,2970.0,2531.0,1238391.98,DW
LOT-0007946,ACC-0064,SEC-0192,2023-01-15,376.678,947.0,925.0,348427.15,DW
LOT-0007947,ACC-0064,SEC-0192,2023-01-21,481.0043,353.0,286.0,137567.23,DW
LOT-0007948,ACC-0064,SEC-0192,2022-05-03,114.7444,2488.0,1770.0,203097.59,DW
LOT-0007949,ACC-0064,SEC-0192,2022-09-02,340.595,2575.0,2294.0,781324.93,DW
LOT-0007950,ACC-0064,SEC-0171,2022-10-17,442.8371,1830.0,1616.0,715624.75,DW
LOT-0007951,ACC-0064,SEC-0171,2021-10-06,472.391,4402.0,3695.0,1745484.75,DW
LOT-0007952,ACC-0064,SEC-0171,2021-09-21,52.0884,2446.0,1990.0,103655.92,DW
LOT-0007953,ACC-0064,SEC-0074,2024-02-29,19.9594,2796.0,2299.0,45886.66,DW
LOT-0007954,ACC-0064,SEC-0074,2024-10-15,396.6072,577.0,362.0,143571.81,DW
LOT-0007955,ACC-0064,SEC-0074,2022-02-02,410.3286,3372.0,2691.0,1104194.26,DW
LOT-0007956,ACC-0064,SEC-0074,2022-09-14,99.2804,520.0,387.0,38421.51,DW
LOT-0007957,ACC-0064,SEC-0119,2021-08-19,176.6954,1341.0,1061.0,187473.82,DW
LOT-0007958,ACC-0064,SEC-0119,2020-09-08,382.9651,2869.0,2005.0,767845.03,DW
LOT-0007959,ACC-0064,SEC-0119,2024-05-14,319.9086,3944.0,3926.0,1255961.16,DW
LOT-0007960,ACC-0064,SEC-0119,2024-11-03,335.262,139.0,119.0,39896.18,DW
LOT-0007961,ACC-0064,SEC-0085,2021-01-09,247.0363,999.0,578.0,142786.98,DW
LOT-0007962,ACC-0064,SEC-0085,2023-12-10,247.0477,3400.0,2790.0,689263.08,DW
LOT-0007963,ACC-0064,SEC-0177,2020-01-02,488.2179,3492.0,3420.0,1669705.22,DW
LOT-0007964,ACC-0064,SEC-0177,2022-07-18,181.2898,3330.0,2696.0,488757.3,DW
LOT-0007965,ACC-0064,SEC-0161,2024-09-01,475.4269,1792.0,1305.0,620432.1,DW
LOT-0007966,ACC-0064,SEC-0161,2021-08-19,237.7268,3740.0,1990.0,473076.33,DW
LOT-0007967,ACC-0064,SEC-0161,2021-04-05,116.4002,4559.0,2748.0,319867.75,DW
LOT-0007968,ACC-0064,SEC-0178,2023-08-08,170.4979,4728.0,3459.0,589752.24,DW
LOT-0007969,ACC-0064,SEC-0178,2021-02-17,229.2728,2472.0,1785.0,409251.95,DW
LOT-0007970,ACC-0064,SEC-0151,2020-04-26,73.7396,4016.0,3552.0,261923.06,DW
LOT-0007971,ACC-0064,SEC-0151,2021-12-08,428.5615,1681.0,1014.0,434561.36,DW
LOT-0007972,ACC-0064,SEC-0144,2024-07-12,14.4468,3573.0,2841.0,41043.36,DW
LOT-0007973,ACC-0064,SEC-0144,2021-07-23,55.1536,105.0,100.0,5515.36,DW
LOT-0007974,ACC-0064,SEC-0144,2024-07-01,318.4786,3460.0,2045.0,651288.74,DW
LOT-0007975,ACC-0064,SEC-0144,2022-01-22,24.6246,3964.0,2151.0,52967.51,DW
LOT-0007976,ACC-0064,SEC-0064,2024-09-20,245.8709,1395.0,973.0,239232.39,DW
LOT-0007977,ACC-0064,SEC-0064,2020-12-13,489.8802,3061.0,2292.0,1122805.42,DW
LOT-0007978,ACC-0064,SEC-0095,2021-03-03,143.7451,843.0,778.0,111833.69,DW
LOT-0007979,ACC-0064,SEC-0170,2024-03-31,377.8423,934.0,826.0,312097.74,DW
LOT-0007980,ACC-0064,SEC-0170,2022-11-08,201.1236,2552.0,2309.0,464394.39,DW
LOT-0007981,ACC-0064,SEC-0170,2020-07-13,494.889,347.0,200.0,98977.8,DW
LOT-0007982,ACC-0064,SEC-0129,2020-09-03,106.6406,4658.0,4303.0,458874.5,DW
LOT-0007983,ACC-0064,SEC-0129,2021-09-15,192.1403,808.0,550.0,105677.16,DW
LOT-0007984,ACC-0064,SEC-0153,2022-10-16,249.9139,1669.0,843.0,210677.42,DW
LOT-0007985,ACC-0064,SEC-0080,2021-10-11,382.0425,3756.0,3120.0,1191972.6,DW
LOT-0007986,ACC-0064,SEC-0080,2023-12-07,266.07,1198.0,956.0,254362.92,DW
LOT-0007987,ACC-0064,SEC-0115,2023-06-02,474.1708,2134.0,1791.0,849239.9,DW
LOT-0007988,ACC-0064,SEC-0115,2024-07-07,99.8728,1956.0,1233.0,123143.16,DW
LOT-0007989,ACC-0064,SEC-0115,2021-01-03,323.1154,3077.0,2548.0,823298.04,DW
LOT-0007990,ACC-0064,SEC-0122,2021-02-28,466.6974,626.0,492.0,229615.12,DW
LOT-0007991,ACC-0064,SEC-0015,2022-06-12,173.5354,3520.0,2210.0,383513.23,DW
LOT-0007992,ACC-0064,SEC-0015,2021-08-31,435.0694,287.0,189.0,82228.12,DW
LOT-0007993,ACC-0064,SEC-0015,2021-05-22,306.5263,1751.0,1654.0,506994.5,DW
LOT-0007994,ACC-0064,SEC-0015,2022-09-02,116.6789,181.0,150.0,17501.83,DW
LOT-0007995,ACC-0064,SEC-0099,2023-10-17,201.1335,3584.0,2004.0,403071.53,DW
LOT-0007996,ACC-0064,SEC-0099,2024-08-13,185.7645,478.0,301.0,55915.11,DW
LOT-0007997,ACC-0064,SEC-0099,2022-06-03,260.1046,4364.0,4288.0,1115328.52,DW
LOT-0007998,ACC-0064,SEC-0099,2020-05-18,359.0286,3275.0,3064.0,1100063.63,DW
LOT-0007999,ACC-0064,SEC-0099,2020-03-19,455.6541,630.0,379.0,172692.9,DW
LOT-0008000,ACC-0064,SEC-0148,2020-09-10,105.7516,4668.0,4037.0,426919.21,DW
LOT-0008001,ACC-0064,SEC-0148,2020-09-20,319.5781,3387.0,2111.0,674629.37,DW
LOT-0008002,ACC-0064,SEC-0063,2022-08-03,188.7963,884.0,849.0,160288.06,DW
LOT-0008003,ACC-0064,SEC-0175,2021-07-31,165.2824,3772.0,2626.0,434031.58,DW
LOT-0008004,ACC-0064,SEC-0175,2022-05-03,239.7185,400.0,272.0,65203.43,DW
LOT-0008005,ACC-0064,SEC-0175,2022-01-08,300.4349,3600.0,1866.0,560611.52,DW
LOT-0008006,ACC-0064,SEC-0175,2024-06-02,492.9887,3498.0,3358.0,1655456.05,DW
LOT-0008007,ACC-0064,SEC-0190,2022-10-07,308.4022,3046.0,1669.0,514723.27,DW
LOT-0008008,ACC-0064,SEC-0046,2020-04-23,470.9822,146.0,121.0,56988.85,DW
LOT-0008009,ACC-0064,SEC-0046,2021-09-13,131.1707,3902.0,3561.0,467098.86,DW
LOT-0008010,ACC-0064,SEC-0135,2023-09-24,490.4986,2016.0,1585.0,777440.28,DW
LOT-0008011,ACC-0064,SEC-0135,2022-04-12,409.5317,2161.0,1250.0,511914.62,DW
LOT-0008012,ACC-0064,SEC-0135,2023-07-09,222.9338,2771.0,2128.0,474403.13,DW
LOT-0008013,ACC-0064,SEC-0135,2024-06-29,186.256,2462.0,2084.0,388157.5,DW
LOT-0008014,ACC-0064,SEC-0088,2021-12-20,140.2973,3532.0,2907.0,407844.25,DW
LOT-0008015,ACC-0064,SEC-0088,2024-07-25,363.9922,1831.0,1294.0,471005.91,DW
LOT-0008016,ACC-0064,SEC-0062,2024-06-10,241.7314,3366.0,3210.0,775957.79,DW
LOT-0008017,ACC-0064,SEC-0034,2024-01-19,117.8561,1906.0,1794.0,211433.84,DW
LOT-0008018,ACC-0064,SEC-0034,2021-01-17,277.9298,2826.0,2357.0,655080.54,DW
LOT-0008019,ACC-0064,SEC-0166,2020-01-17,494.2766,2242.0,1127.0,557049.73,DW
LOT-0008020,ACC-0064,SEC-0166,2021-03-07,84.1671,824.0,733.0,61694.48,DW
LOT-0008021,ACC-0064,SEC-0166,2020-12-01,96.8946,4649.0,4178.0,404825.64,DW
LOT-0008022,ACC-0064,SEC-0166,2022-12-02,475.7569,2762.0,1987.0,945328.96,DW
LOT-0008023,ACC-0064,SEC-0164,2020-11-05,447.9487,1819.0,1733.0,776295.1,DW
LOT-0008024,ACC-0064,SEC-0164,2021-04-13,210.871,2474.0,1431.0,301756.4,DW
LOT-0008025,ACC-0064,SEC-0014,2021-12-20,335.4525,4267.0,3198.0,1072777.09,DW
LOT-0008026,ACC-0064,SEC-0014,2022-08-10,145.7204,1864.0,964.0,140474.47,DW
LOT-0008027,ACC-0064,SEC-0039,2023-07-18,60.3271,148.0,145.0,8747.43,DW
LOT-0008028,ACC-0064,SEC-0039,2021-10-31,475.1029,3657.0,1919.0,911722.47,DW
LOT-0008029,ACC-0064,SEC-0082,2021-11-09,34.0677,2745.0,1806.0,61526.27,DW
LOT-0008030,ACC-0064,SEC-0183,2022-12-14,377.5822,3761.0,2517.0,950374.4,DW
LOT-0008031,ACC-0064,SEC-0183,2024-04-18,328.75,1668.0,843.0,277136.25,DW
LOT-0008032,ACC-0064,SEC-0105,2024-11-28,285.3859,3245.0,3066.0,874993.17,DW
LOT-0008033,ACC-0064,SEC-0021,2022-02-28,403.8207,1374.0,1030.0,415935.32,DW
LOT-0008034,ACC-0064,SEC-0021,2024-06-22,298.2533,2288.0,2072.0,617980.84,DW
LOT-0008035,ACC-0064,SEC-0021,2020-10-29,278.5461,2191.0,1308.0,364338.3,DW
LOT-0008036,ACC-0064,SEC-0108,2022-10-07,395.0449,1549.0,1365.0,539236.29,DW
LOT-0008037,ACC-0064,SEC-0181,2023-03-27,410.4469,2269.0,1978.0,811863.97,DW
LOT-0008038,ACC-0064,SEC-0181,2022-08-18,487.2928,1073.0,794.0,386910.48,DW
LOT-0008039,ACC-0064,SEC-0181,2020-02-04,82.4695,3987.0,3850.0,317507.58,DW
LOT-0008040,ACC-0064,SEC-0152,2022-07-04,460.7399,934.0,520.0,239584.75,DW
LOT-0008041,ACC-0064,SEC-0152,2024-07-02,179.0148,988.0,734.0,131396.86,DW
LOT-0008042,ACC-0064,SEC-0152,2023-10-05,279.2134,3230.0,2010.0,561218.93,DW
LOT-0008043,ACC-0064,SEC-0075,2023-12-30,66.4989,1520.0,1003.0,66698.4,DW
LOT-0008044,ACC-0064,SEC-0075,2021-05-14,11.9134,2419.0,2118.0,25232.58,DW
LOT-0008045,ACC-0064,SEC-0075,2024-10-08,315.9137,4335.0,3558.0,1124020.94,DW
LOT-0008046,ACC-0065,SEC-0110,2021-07-20,467.0259,416.0,299.0,139640.74,DW
LOT-0008047,ACC-0065,SEC-0110,2020-03-08,286.5986,987.0,730.0,209216.98,DW
LOT-0008048,ACC-0065,SEC-0042,2022-03-30,243.5981,1461.0,1051.0,256021.6,DW
